TRAMO_ID,CODIGO_ESTACION,NOMBRE_ESTACION,NUCLEO_CERCANIAS,TRAMO_HORARIO,VIAJEROS_SUBIDOS,VIAJEROS_BAJADOS
CARVAJAL_1330_1400,54513,CARVAJAL,MÁLAGA,13:30 - 14:00,4,13.0
CARVAJAL_1400_1430,54513,CARVAJAL,MÁLAGA,14:00 - 14:30,13,9.0
CARVAJAL_1430_1500,54513,CARVAJAL,MÁLAGA,14:30 - 15:00,10,7.0
CARVAJAL_1500_1530,54513,CARVAJAL,MÁLAGA,15:00 - 15:30,10,24.0
CARVAJAL_1530_1600,54513,CARVAJAL,MÁLAGA,15:30 - 16:00,1,3.0
CARVAJAL_1600_1630,54513,CARVAJAL,MÁLAGA,16:00 - 16:30,11,17.0
CARVAJAL_1630_1700,54513,CARVAJAL,MÁLAGA,16:30 - 17:00,13,12.0
CARVAJAL_1700_1730,54513,CARVAJAL,MÁLAGA,17:00 - 17:30,7,15.0
CARVAJAL_1730_1800,54513,CARVAJAL,MÁLAGA,17:30 - 18:00,5,4.0
CARVAJAL_1800_1830,54513,CARVAJAL,MÁLAGA,18:00 - 18:30,16,15.0
CARVAJAL_1830_1900,54513,CARVAJAL,MÁLAGA,18:30 - 19:00,5,8.0
CARVAJAL_1900_1930,54513,CARVAJAL,MÁLAGA,19:00 - 19:30,7,24.0
CARVAJAL_1930_2000,54513,CARVAJAL,MÁLAGA,19:30 - 20:00,0,7.0
CARVAJAL_2000_2030,54513,CARVAJAL,MÁLAGA,20:00 - 20:30,4,15.0
CARVAJAL_2030_2100,54513,CARVAJAL,MÁLAGA,20:30 - 21:00,0,8.0
CARVAJAL_2100_2130,54513,CARVAJAL,MÁLAGA,21:00 - 21:30,1,15.0
CARVAJAL_2130_2200,54513,CARVAJAL,MÁLAGA,21:30 - 22:00,5,5.0
CARVAJAL_2200_2230,54513,CARVAJAL,MÁLAGA,22:00 - 22:30,1,4.0
CARVAJAL_2230_2300,54513,CARVAJAL,MÁLAGA,22:30 - 23:00,1,3.0
CARVAJAL_2300_2330,54513,CARVAJAL,MÁLAGA,23:00 - 23:30,0,3.0
CARVAJAL_2330_0000,54513,CARVAJAL,MÁLAGA,23:30 - 00:00,1,4.0
TORREBLANCA_0000_0030,54514,TORREBLANCA,MÁLAGA,00:00 - 00:30,2,6.0
TORREBLANCA_0600_0630,54514,TORREBLANCA,MÁLAGA,06:00 - 06:30,4,2.0
TORREBLANCA_0630_0700,54514,TORREBLANCA,MÁLAGA,06:30 - 07:00,16,3.0
TORREBLANCA_0700_0730,54514,TORREBLANCA,MÁLAGA,07:00 - 07:30,20,4.0
TORREBLANCA_0730_0800,54514,TORREBLANCA,MÁLAGA,07:30 - 08:00,15,13.0
TORREBLANCA_0800_0830,54514,TORREBLANCA,MÁLAGA,08:00 - 08:30,37,8.0
TORREBLANCA_0830_0900,54514,TORREBLANCA,MÁLAGA,08:30 - 09:00,22,6.0
TORREBLANCA_0900_0930,54514,TORREBLANCA,MÁLAGA,09:00 - 09:30,40,15.0
TORREBLANCA_0930_1000,54514,TORREBLANCA,MÁLAGA,09:30 - 10:00,35,5.0
TORREBLANCA_1000_1030,54514,TORREBLANCA,MÁLAGA,10:00 - 10:30,69,15.0
TORREBLANCA_1030_1100,54514,TORREBLANCA,MÁLAGA,10:30 - 11:00,29,2.0
TORREBLANCA_1100_1130,54514,TORREBLANCA,MÁLAGA,11:00 - 11:30,30,9.0
TORREBLANCA_1130_1200,54514,TORREBLANCA,MÁLAGA,11:30 - 12:00,15,9.0
TORREBLANCA_1200_1230,54514,TORREBLANCA,MÁLAGA,12:00 - 12:30,22,15.0
TORREBLANCA_1230_1300,54514,TORREBLANCA,MÁLAGA,12:30 - 13:00,5,10.0
TORREBLANCA_1300_1330,54514,TORREBLANCA,MÁLAGA,13:00 - 13:30,28,35.0
TORREBLANCA_1330_1400,54514,TORREBLANCA,MÁLAGA,13:30 - 14:00,18,27.0
TORREBLANCA_1400_1430,54514,TORREBLANCA,MÁLAGA,14:00 - 14:30,29,46.0
TORREBLANCA_1430_1500,54514,TORREBLANCA,MÁLAGA,14:30 - 15:00,9,16.0
TORREBLANCA_1500_1530,54514,TORREBLANCA,MÁLAGA,15:00 - 15:30,25,29.0
TORREBLANCA_1530_1600,54514,TORREBLANCA,MÁLAGA,15:30 - 16:00,19,24.0
TORREBLANCA_1600_1630,54514,TORREBLANCA,MÁLAGA,16:00 - 16:30,25,25.0
TORREBLANCA_1630_1700,54514,TORREBLANCA,MÁLAGA,16:30 - 17:00,19,33.0
TORREBLANCA_1700_1730,54514,TORREBLANCA,MÁLAGA,17:00 - 17:30,35,27.0
TORREBLANCA_1730_1800,54514,TORREBLANCA,MÁLAGA,17:30 - 18:00,11,16.0
TORREBLANCA_1800_1830,54514,TORREBLANCA,MÁLAGA,18:00 - 18:30,16,36.0
TORREBLANCA_1830_1900,54514,TORREBLANCA,MÁLAGA,18:30 - 19:00,6,8.0
TORREBLANCA_1900_1930,54514,TORREBLANCA,MÁLAGA,19:00 - 19:30,10,43.0
TORREBLANCA_1930_2000,54514,TORREBLANCA,MÁLAGA,19:30 - 20:00,6,21.0
TORREBLANCA_2000_2030,54514,TORREBLANCA,MÁLAGA,20:00 - 20:30,9,33.0
TORREBLANCA_2030_2100,54514,TORREBLANCA,MÁLAGA,20:30 - 21:00,7,12.0
TORREBLANCA_2100_2130,54514,TORREBLANCA,MÁLAGA,21:00 - 21:30,8,17.0
TORREBLANCA_2130_2200,54514,TORREBLANCA,MÁLAGA,21:30 - 22:00,3,12.0
TORREBLANCA_2200_2230,54514,TORREBLANCA,MÁLAGA,22:00 - 22:30,0,19.0
TORREBLANCA_2230_2300,54514,TORREBLANCA,MÁLAGA,22:30 - 23:00,2,15.0
TORREBLANCA_2300_2330,54514,TORREBLANCA,MÁLAGA,23:00 - 23:30,2,4.0
TORREBLANCA_2330_0000,54514,TORREBLANCA,MÁLAGA,23:30 - 00:00,2,5.0
LOS_BOLICHES_0000_0030,54515,LOS BOLICHES,MÁLAGA,00:00 - 00:30,7,13.0
LOS_BOLICHES_0600_0630,54515,LOS BOLICHES,MÁLAGA,06:00 - 06:30,8,1.0
LOS_BOLICHES_0630_0700,54515,LOS BOLICHES,MÁLAGA,06:30 - 07:00,19,1.0
LOS_BOLICHES_0700_0730,54515,LOS BOLICHES,MÁLAGA,07:00 - 07:30,26,9.0
LOS_BOLICHES_0730_0800,54515,LOS BOLICHES,MÁLAGA,07:30 - 08:00,30,21.0
LOS_BOLICHES_0800_0830,54515,LOS BOLICHES,MÁLAGA,08:00 - 08:30,52,20.0
LOS_BOLICHES_0830_0900,54515,LOS BOLICHES,MÁLAGA,08:30 - 09:00,27,54.0
LOS_BOLICHES_0900_0930,54515,LOS BOLICHES,MÁLAGA,09:00 - 09:30,58,16.0
LOS_BOLICHES_0930_1000,54515,LOS BOLICHES,MÁLAGA,09:30 - 10:00,22,54.0
LOS_BOLICHES_1000_1030,54515,LOS BOLICHES,MÁLAGA,10:00 - 10:30,65,62.0
LOS_BOLICHES_1030_1100,54515,LOS BOLICHES,MÁLAGA,10:30 - 11:00,40,114.0
LOS_BOLICHES_1100_1130,54515,LOS BOLICHES,MÁLAGA,11:00 - 11:30,50,29.0
LOS_BOLICHES_1130_1200,54515,LOS BOLICHES,MÁLAGA,11:30 - 12:00,30,77.0
LOS_BOLICHES_1200_1230,54515,LOS BOLICHES,MÁLAGA,12:00 - 12:30,78,62.0
LOS_BOLICHES_1230_1300,54515,LOS BOLICHES,MÁLAGA,12:30 - 13:00,38,43.0
LOS_BOLICHES_1300_1330,54515,LOS BOLICHES,MÁLAGA,13:00 - 13:30,77,22.0
LOS_BOLICHES_1330_1400,54515,LOS BOLICHES,MÁLAGA,13:30 - 14:00,46,55.0
LOS_BOLICHES_1400_1430,54515,LOS BOLICHES,MÁLAGA,14:00 - 14:30,108,59.0
LOS_BOLICHES_1430_1500,54515,LOS BOLICHES,MÁLAGA,14:30 - 15:00,39,75.0
LOS_BOLICHES_1500_1530,54515,LOS BOLICHES,MÁLAGA,15:00 - 15:30,69,52.0
LOS_BOLICHES_1530_1600,54515,LOS BOLICHES,MÁLAGA,15:30 - 16:00,32,82.0
LOS_BOLICHES_1600_1630,54515,LOS BOLICHES,MÁLAGA,16:00 - 16:30,63,44.0
LOS_BOLICHES_1630_1700,54515,LOS BOLICHES,MÁLAGA,16:30 - 17:00,42,65.0
LOS_BOLICHES_1700_1730,54515,LOS BOLICHES,MÁLAGA,17:00 - 17:30,59,43.0
LOS_BOLICHES_1730_1800,54515,LOS BOLICHES,MÁLAGA,17:30 - 18:00,33,54.0
LOS_BOLICHES_1800_1830,54515,LOS BOLICHES,MÁLAGA,18:00 - 18:30,59,29.0
LOS_BOLICHES_1830_1900,54515,LOS BOLICHES,MÁLAGA,18:30 - 19:00,24,64.0
LOS_BOLICHES_1900_1930,54515,LOS BOLICHES,MÁLAGA,19:00 - 19:30,48,25.0
LOS_BOLICHES_1930_2000,54515,LOS BOLICHES,MÁLAGA,19:30 - 20:00,22,27.0
LOS_BOLICHES_2000_2030,54515,LOS BOLICHES,MÁLAGA,20:00 - 20:30,28,19.0
LOS_BOLICHES_2030_2100,54515,LOS BOLICHES,MÁLAGA,20:30 - 21:00,16,40.0
LOS_BOLICHES_2100_2130,54515,LOS BOLICHES,MÁLAGA,21:00 - 21:30,22,18.0
LOS_BOLICHES_2130_2200,54515,LOS BOLICHES,MÁLAGA,21:30 - 22:00,8,39.0
LOS_BOLICHES_2200_2230,54515,LOS BOLICHES,MÁLAGA,22:00 - 22:30,13,10.0
LOS_BOLICHES_2230_2300,54515,LOS BOLICHES,MÁLAGA,22:30 - 23:00,8,11.0
LOS_BOLICHES_2300_2330,54515,LOS BOLICHES,MÁLAGA,23:00 - 23:30,7,15.0
LOS_BOLICHES_2330_0000,54515,LOS BOLICHES,MÁLAGA,23:30 - 00:00,14,7.0
FUENGIROLA_0000_0030,54516,FUENGIROLA,MÁLAGA,00:00 - 00:30,12,29.0
FUENGIROLA_0600_0630,54516,FUENGIROLA,MÁLAGA,06:00 - 06:30,27,15.0
FUENGIROLA_0630_0700,54516,FUENGIROLA,MÁLAGA,06:30 - 07:00,67,20.0
FUENGIROLA_0700_0730,54516,FUENGIROLA,MÁLAGA,07:00 - 07:30,60,28.0
FUENGIROLA_0730_0800,54516,FUENGIROLA,MÁLAGA,07:30 - 08:00,75,80.0
FUENGIROLA_0800_0830,54516,FUENGIROLA,MÁLAGA,08:00 - 08:30,167,69.0
FUENGIROLA_0830_0900,54516,FUENGIROLA,MÁLAGA,08:30 - 09:00,70,123.0
FUENGIROLA_0900_0930,54516,FUENGIROLA,MÁLAGA,09:00 - 09:30,159,58.0
FUENGIROLA_0930_1000,54516,FUENGIROLA,MÁLAGA,09:30 - 10:00,61,161.0
FUENGIROLA_1000_1030,54516,FUENGIROLA,MÁLAGA,10:00 - 10:30,135,118.0
FUENGIROLA_1030_1100,54516,FUENGIROLA,MÁLAGA,10:30 - 11:00,72,91.0
FUENGIROLA_1100_1130,54516,FUENGIROLA,MÁLAGA,11:00 - 11:30,159,212.0
FUENGIROLA_1130_1200,54516,FUENGIROLA,MÁLAGA,11:30 - 12:00,61,130.0
FUENGIROLA_1200_1230,54516,FUENGIROLA,MÁLAGA,12:00 - 12:30,171,57.0
FUENGIROLA_1230_1300,54516,FUENGIROLA,MÁLAGA,12:30 - 13:00,72,110.0
FUENGIROLA_1300_1330,54516,FUENGIROLA,MÁLAGA,13:00 - 13:30,120,58.0
FUENGIROLA_1330_1400,54516,FUENGIROLA,MÁLAGA,13:30 - 14:00,94,137.0
FUENGIROLA_1400_1430,54516,FUENGIROLA,MÁLAGA,14:00 - 14:30,263,67.0
FUENGIROLA_1430_1500,54516,FUENGIROLA,MÁLAGA,14:30 - 15:00,82,205.0
FUENGIROLA_1500_1530,54516,FUENGIROLA,MÁLAGA,15:00 - 15:30,210,54.0
FUENGIROLA_1530_1600,54516,FUENGIROLA,MÁLAGA,15:30 - 16:00,90,100.0
FUENGIROLA_1600_1630,54516,FUENGIROLA,MÁLAGA,16:00 - 16:30,202,131.0
FUENGIROLA_1630_1700,54516,FUENGIROLA,MÁLAGA,16:30 - 17:00,62,194.0
FUENGIROLA_1700_1730,54516,FUENGIROLA,MÁLAGA,17:00 - 17:30,148,56.0
FUENGIROLA_1730_1800,54516,FUENGIROLA,MÁLAGA,17:30 - 18:00,43,133.0
FUENGIROLA_1800_1830,54516,FUENGIROLA,MÁLAGA,18:00 - 18:30,140,73.0
FUENGIROLA_1830_1900,54516,FUENGIROLA,MÁLAGA,18:30 - 19:00,43,133.0
FUENGIROLA_1900_1930,54516,FUENGIROLA,MÁLAGA,19:00 - 19:30,101,58.0
FUENGIROLA_1930_2000,54516,FUENGIROLA,MÁLAGA,19:30 - 20:00,35,108.0
FUENGIROLA_2000_2030,54516,FUENGIROLA,MÁLAGA,20:00 - 20:30,104,53.0
FUENGIROLA_2030_2100,54516,FUENGIROLA,MÁLAGA,20:30 - 21:00,41,115.0
FUENGIROLA_2100_2130,54516,FUENGIROLA,MÁLAGA,21:00 - 21:30,69,35.0
FUENGIROLA_2130_2200,54516,FUENGIROLA,MÁLAGA,21:30 - 22:00,18,111.0
FUENGIROLA_2200_2230,54516,FUENGIROLA,MÁLAGA,22:00 - 22:30,58,27.0
FUENGIROLA_2230_2300,54516,FUENGIROLA,MÁLAGA,22:30 - 23:00,43,47.0
FUENGIROLA_2300_2330,54516,FUENGIROLA,MÁLAGA,23:00 - 23:30,15,29.0
FUENGIROLA_2330_0000,54516,FUENGIROLA,MÁLAGA,23:30 - 00:00,12,40.0
MALAGA-CENTRO_ALAMEDA_0000_0030,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,00:00 - 00:30,0,42.0
MALAGA-CENTRO_ALAMEDA_0030_0100,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,00:30 - 01:00,0,13.0
MALAGA-CENTRO_ALAMEDA_0500_0530,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,05:00 - 05:30,18,0.0
MALAGA-CENTRO_ALAMEDA_0530_0600,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,05:30 - 06:00,22,0.0
MALAGA-CENTRO_ALAMEDA_0600_0630,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,06:00 - 06:30,18,0.0
MALAGA-CENTRO_ALAMEDA_0630_0700,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,06:30 - 07:00,26,36.0
MALAGA-CENTRO_ALAMEDA_0700_0730,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,07:00 - 07:30,92,49.0
MALAGA-CENTRO_ALAMEDA_0730_0800,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,07:30 - 08:00,39,98.0
MALAGA-CENTRO_ALAMEDA_0800_0830,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,08:00 - 08:30,65,151.0
MALAGA-CENTRO_ALAMEDA_0830_0900,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,08:30 - 09:00,90,260.0
MALAGA-CENTRO_ALAMEDA_0900_0930,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,09:00 - 09:30,83,253.0
MALAGA-CENTRO_ALAMEDA_0930_1000,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,09:30 - 10:00,39,211.0
MALAGA-CENTRO_ALAMEDA_1000_1030,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,10:00 - 10:30,85,209.0
MALAGA-CENTRO_ALAMEDA_1030_1100,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,10:30 - 11:00,55,135.0
MALAGA-CENTRO_ALAMEDA_1100_1130,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,11:00 - 11:30,84,312.0
MALAGA-CENTRO_ALAMEDA_1130_1200,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,11:30 - 12:00,93,98.0
MALAGA-CENTRO_ALAMEDA_1200_1230,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,12:00 - 12:30,139,206.0
MALAGA-CENTRO_ALAMEDA_1230_1300,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,12:30 - 13:00,71,110.0
MALAGA-CENTRO_ALAMEDA_1300_1330,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,13:00 - 13:30,84,166.0
MALAGA-CENTRO_ALAMEDA_1330_1400,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,13:30 - 14:00,219,75.0
MALAGA-CENTRO_ALAMEDA_1400_1430,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,14:00 - 14:30,301,175.0
MALAGA-CENTRO_ALAMEDA_1430_1500,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,14:30 - 15:00,152,98.0
MALAGA-CENTRO_ALAMEDA_1500_1530,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,15:00 - 15:30,213,160.0
MALAGA-CENTRO_ALAMEDA_1530_1600,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,15:30 - 16:00,135,62.0
MALAGA-CENTRO_ALAMEDA_1600_1630,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,16:00 - 16:30,178,130.0
MALAGA-CENTRO_ALAMEDA_1630_1700,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,16:30 - 17:00,79,100.0
MALAGA-CENTRO_ALAMEDA_1700_1730,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,17:00 - 17:30,195,120.0
MALAGA-CENTRO_ALAMEDA_1730_1800,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,17:30 - 18:00,104,83.0
MALAGA-CENTRO_ALAMEDA_1800_1830,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,18:00 - 18:30,118,98.0
MALAGA-CENTRO_ALAMEDA_1830_1900,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,18:30 - 19:00,223,70.0
MALAGA-CENTRO_ALAMEDA_1900_1930,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,19:00 - 19:30,136,100.0
MALAGA-CENTRO_ALAMEDA_1930_2000,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,19:30 - 20:00,106,52.0
MALAGA-CENTRO_ALAMEDA_2000_2030,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,20:00 - 20:30,115,66.0
MALAGA-CENTRO_ALAMEDA_2030_2100,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,20:30 - 21:00,120,27.0
MALAGA-CENTRO_ALAMEDA_2100_2130,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,21:00 - 21:30,127,70.0
MALAGA-CENTRO_ALAMEDA_2130_2200,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,21:30 - 22:00,16,18.0
MALAGA-CENTRO_ALAMEDA_2200_2230,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,22:00 - 22:30,101,31.0
MALAGA-CENTRO_ALAMEDA_2230_2300,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,22:30 - 23:00,0,21.0
MALAGA-CENTRO_ALAMEDA_2300_2330,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,23:00 - 23:30,40,12.0
MALAGA-CENTRO_ALAMEDA_2330_0000,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,23:30 - 00:00,0,22.0
LOS_ALAMOS_0000_0030,54518,LOS ALAMOS,MÁLAGA,00:00 - 00:30,1,0.0
LOS_ALAMOS_0030_0100,54518,LOS ALAMOS,MÁLAGA,00:30 - 01:00,0,1.0
LOS_ALAMOS_0530_0600,54518,LOS ALAMOS,MÁLAGA,05:30 - 06:00,0,1.0
LOS_ALAMOS_0600_0630,54518,LOS ALAMOS,MÁLAGA,06:00 - 06:30,0,1.0
LOS_ALAMOS_0630_0700,54518,LOS ALAMOS,MÁLAGA,06:30 - 07:00,2,2.0
LOS_ALAMOS_0700_0730,54518,LOS ALAMOS,MÁLAGA,07:00 - 07:30,6,6.0
LOS_ALAMOS_0730_0800,54518,LOS ALAMOS,MÁLAGA,07:30 - 08:00,4,7.0
LOS_ALAMOS_0800_0830,54518,LOS ALAMOS,MÁLAGA,08:00 - 08:30,21,22.0
LOS_ALAMOS_0830_0900,54518,LOS ALAMOS,MÁLAGA,08:30 - 09:00,13,10.0
LOS_ALAMOS_0900_0930,54518,LOS ALAMOS,MÁLAGA,09:00 - 09:30,17,5.0
LOS_ALAMOS_0930_1000,54518,LOS ALAMOS,MÁLAGA,09:30 - 10:00,13,5.0
LOS_ALAMOS_1000_1030,54518,LOS ALAMOS,MÁLAGA,10:00 - 10:30,17,4.0
LOS_ALAMOS_1030_1100,54518,LOS ALAMOS,MÁLAGA,10:30 - 11:00,11,3.0
LOS_ALAMOS_1100_1130,54518,LOS ALAMOS,MÁLAGA,11:00 - 11:30,26,14.0
LOS_ALAMOS_1130_1200,54518,LOS ALAMOS,MÁLAGA,11:30 - 12:00,10,2.0
LOS_ALAMOS_1200_1230,54518,LOS ALAMOS,MÁLAGA,12:00 - 12:30,17,10.0
LOS_ALAMOS_1230_1300,54518,LOS ALAMOS,MÁLAGA,12:30 - 13:00,8,7.0
LOS_ALAMOS_1300_1330,54518,LOS ALAMOS,MÁLAGA,13:00 - 13:30,14,25.0
LOS_ALAMOS_1330_1400,54518,LOS ALAMOS,MÁLAGA,13:30 - 14:00,10,7.0
LOS_ALAMOS_1400_1430,54518,LOS ALAMOS,MÁLAGA,14:00 - 14:30,10,24.0
LOS_ALAMOS_1430_1500,54518,LOS ALAMOS,MÁLAGA,14:30 - 15:00,17,14.0
LOS_ALAMOS_1500_1530,54518,LOS ALAMOS,MÁLAGA,15:00 - 15:30,12,22.0
LOS_ALAMOS_1530_1600,54518,LOS ALAMOS,MÁLAGA,15:30 - 16:00,6,3.0
LOS_ALAMOS_1600_1630,54518,LOS ALAMOS,MÁLAGA,16:00 - 16:30,19,23.0
LOS_ALAMOS_1630_1700,54518,LOS ALAMOS,MÁLAGA,16:30 - 17:00,2,7.0
LOS_ALAMOS_1700_1730,54518,LOS ALAMOS,MÁLAGA,17:00 - 17:30,18,9.0
LOS_ALAMOS_1730_1800,54518,LOS ALAMOS,MÁLAGA,17:30 - 18:00,4,6.0
LOS_ALAMOS_1800_1830,54518,LOS ALAMOS,MÁLAGA,18:00 - 18:30,17,19.0
LOS_ALAMOS_1830_1900,54518,LOS ALAMOS,MÁLAGA,18:30 - 19:00,3,15.0
LOS_ALAMOS_1900_1930,54518,LOS ALAMOS,MÁLAGA,19:00 - 19:30,13,11.0
LOS_ALAMOS_1930_2000,54518,LOS ALAMOS,MÁLAGA,19:30 - 20:00,2,11.0
LOS_ALAMOS_2000_2030,54518,LOS ALAMOS,MÁLAGA,20:00 - 20:30,13,11.0
LOS_ALAMOS_2030_2100,54518,LOS ALAMOS,MÁLAGA,20:30 - 21:00,3,9.0
LOS_ALAMOS_2100_2130,54518,LOS ALAMOS,MÁLAGA,21:00 - 21:30,1,13.0
LOS_ALAMOS_2130_2200,54518,LOS ALAMOS,MÁLAGA,21:30 - 22:00,0,4.0
LOS_ALAMOS_2200_2230,54518,LOS ALAMOS,MÁLAGA,22:00 - 22:30,0,6.0
LOS_ALAMOS_2230_2300,54518,LOS ALAMOS,MÁLAGA,22:30 - 23:00,6,7.0
LOS_ALAMOS_2300_2330,54518,LOS ALAMOS,MÁLAGA,23:00 - 23:30,0,4.0
LOS_ALAMOS_2330_0000,54518,LOS ALAMOS,MÁLAGA,23:30 - 00:00,0,1.0
MONTEMAR_ALTO_0000_0030,54519,MONTEMAR ALTO,MÁLAGA,00:00 - 00:30,0,2.0
MONTEMAR_ALTO_0030_0100,54519,MONTEMAR ALTO,MÁLAGA,00:30 - 01:00,1,4.0
MONTEMAR_ALTO_0530_0600,54519,MONTEMAR ALTO,MÁLAGA,05:30 - 06:00,0,0.0
MONTEMAR_ALTO_0600_0630,54519,MONTEMAR ALTO,MÁLAGA,06:00 - 06:30,1,0.0
MONTEMAR_ALTO_0630_0700,54519,MONTEMAR ALTO,MÁLAGA,06:30 - 07:00,11,3.0
MONTEMAR_ALTO_0700_0730,54519,MONTEMAR ALTO,MÁLAGA,07:00 - 07:30,20,5.0
MONTEMAR_ALTO_0730_0800,54519,MONTEMAR ALTO,MÁLAGA,07:30 - 08:00,40,11.0
MONTEMAR_ALTO_0800_0830,54519,MONTEMAR ALTO,MÁLAGA,08:00 - 08:30,42,59.0
MONTEMAR_ALTO_0830_0900,54519,MONTEMAR ALTO,MÁLAGA,08:30 - 09:00,39,26.0
MONTEMAR_ALTO_0900_0930,54519,MONTEMAR ALTO,MÁLAGA,09:00 - 09:30,48,18.0
MONTEMAR_ALTO_0930_1000,54519,MONTEMAR ALTO,MÁLAGA,09:30 - 10:00,24,19.0
MONTEMAR_ALTO_1000_1030,54519,MONTEMAR ALTO,MÁLAGA,10:00 - 10:30,21,26.0
MONTEMAR_ALTO_1030_1100,54519,MONTEMAR ALTO,MÁLAGA,10:30 - 11:00,51,6.0
MONTEMAR_ALTO_1100_1130,54519,MONTEMAR ALTO,MÁLAGA,11:00 - 11:30,18,16.0
MONTEMAR_ALTO_1130_1200,54519,MONTEMAR ALTO,MÁLAGA,11:30 - 12:00,12,31.0
MONTEMAR_ALTO_1200_1230,54519,MONTEMAR ALTO,MÁLAGA,12:00 - 12:30,25,18.0
MONTEMAR_ALTO_1230_1300,54519,MONTEMAR ALTO,MÁLAGA,12:30 - 13:00,11,18.0
MONTEMAR_ALTO_1300_1330,54519,MONTEMAR ALTO,MÁLAGA,13:00 - 13:30,26,23.0
MONTEMAR_ALTO_1330_1400,54519,MONTEMAR ALTO,MÁLAGA,13:30 - 14:00,14,33.0
MONTEMAR_ALTO_1400_1430,54519,MONTEMAR ALTO,MÁLAGA,14:00 - 14:30,28,32.0
MONTEMAR_ALTO_1430_1500,54519,MONTEMAR ALTO,MÁLAGA,14:30 - 15:00,31,59.0
MONTEMAR_ALTO_1500_1530,54519,MONTEMAR ALTO,MÁLAGA,15:00 - 15:30,60,35.0
MONTEMAR_ALTO_1530_1600,54519,MONTEMAR ALTO,MÁLAGA,15:30 - 16:00,24,39.0
MONTEMAR_ALTO_1600_1630,54519,MONTEMAR ALTO,MÁLAGA,16:00 - 16:30,38,20.0
MONTEMAR_ALTO_1630_1700,54519,MONTEMAR ALTO,MÁLAGA,16:30 - 17:00,12,27.0
MONTEMAR_ALTO_1700_1730,54519,MONTEMAR ALTO,MÁLAGA,17:00 - 17:30,26,32.0
MONTEMAR_ALTO_1730_1800,54519,MONTEMAR ALTO,MÁLAGA,17:30 - 18:00,27,47.0
MONTEMAR_ALTO_1800_1830,54519,MONTEMAR ALTO,MÁLAGA,18:00 - 18:30,23,24.0
MONTEMAR_ALTO_1830_1900,54519,MONTEMAR ALTO,MÁLAGA,18:30 - 19:00,16,45.0
MONTEMAR_ALTO_1900_1930,54519,MONTEMAR ALTO,MÁLAGA,19:00 - 19:30,18,24.0
MONTEMAR_ALTO_1930_2000,54519,MONTEMAR ALTO,MÁLAGA,19:30 - 20:00,22,50.0
MONTEMAR_ALTO_2000_2030,54519,MONTEMAR ALTO,MÁLAGA,20:00 - 20:30,9,20.0
MONTEMAR_ALTO_2030_2100,54519,MONTEMAR ALTO,MÁLAGA,20:30 - 21:00,10,27.0
MONTEMAR_ALTO_2100_2130,54519,MONTEMAR ALTO,MÁLAGA,21:00 - 21:30,12,17.0
MONTEMAR_ALTO_2130_2200,54519,MONTEMAR ALTO,MÁLAGA,21:30 - 22:00,7,26.0
MONTEMAR_ALTO_2200_2230,54519,MONTEMAR ALTO,MÁLAGA,22:00 - 22:30,17,15.0
