Id,Name,Type,Phase,Address,Status,Gender,Town,x,y
school_london_Beauclerc_Infant_And_Nursery_School,Beauclerc Infant And Nursery School,Community School,Primary,116 French Street,Open,Mixed,Spelthorne,-0.400621,51.4085007
school_london_Beaumont_Primary_School,Beaumont Primary School,Community School,Primary,Old Lodge Lane,Open,Mixed,Croydon,-0.121123,51.3282013
school_london_Beavers_Community_Primary_School,Beavers Community Primary School,Community School,Primary,Arundel Road,Open,Mixed,Hounslow,-0.400873,51.4696007
school_london_Becket_Keys_Church_Of_England_Free_School,Becket Keys Church Of England Free School,Free Schools,Secondary,Sawyers Hall Lane,Open,Mixed,Brentwood,0.302222,51.6271019
school_london_Beckford_Primary_School,Beckford Primary School,Community School,Primary,Dornfell Street,Open,Mixed,Camden,-0.200185,51.5507011
school_london_Beckmead_School,Beckmead School,Community Special School,Not applicable,Monks Orchard Road,Open,Mixed,Croydon,-0.0272981,51.3787994
school_london_Becontree_Primary_School,Becontree Primary School,Community School,Primary,Stevens Road,Open,Mixed,Barking And Dagenham,0.117372,51.5568008
school_london_Beddington_Infants'_School,Beddington Infants' School,Community School,Primary,Croydon Road,Open,Mixed,Sutton,-0.144875,51.3688011
school_london_Beddington_Park_Primary_School,Beddington Park Primary School,Academy Converter,Primary,Mallinson Road,Open,Mixed,Sutton,-0.133463,51.3727989
school_london_Bedfont_Primary_School,Bedfont Primary School,Community School,Primary,Hatton Road,Open,Mixed,Hounslow,-0.431293,51.4580002
school_london_Bedonwell_Infant_And_Nursery_School,Bedonwell Infant And Nursery School,Community School,Primary,Bedonwell Road,Open,Mixed,Bexley,0.13406,51.4794006
school_london_Bedonwell_Junior_School,Bedonwell Junior School,Community School,Primary,Bedonwell Road,Open,Mixed,Bexley,0.13406,51.4794006
school_london_Beecholme_Primary_School,Beecholme Primary School,Community School,Primary,Edgehill Road,Open,Mixed,Merton,-0.151879,51.4127998
school_london_Beecroft_Garden_Primary,Beecroft Garden Primary,Community School,Primary,Beecroft Road,Open,Mixed,Lewisham,-0.0361009,51.4570999
school_london_Beehive_Preparatory_School,Beehive Preparatory School,Other Independent School,Not applicable,233 Beehive Lane,Open,Mixed,Redbridge,0.0581457,51.5810013
school_london_Beehive_School,Beehive School,Other Independent School,Not applicable,Ground Floor,Closed,Mixed,Islington,-0.127546,51.5732002
school_london_Beis_Aharon_School,Beis Aharon School,Other Independent School,Not applicable,83 - 95 Bethune Road,Open,Boys,Hackney,-0.0817527,51.5712013
school_london_Beis_Chinuch_Lebonos_Girls_School,Beis Chinuch Lebonos Girls School,Other Independent School,Not applicable,Woodberry Down Centre,Open,Girls,Hackney,-0.0912565,51.5709991
school_london_Beis_Malka_Girls'_School,Beis Malka Girls' School,Other Independent School,Not applicable,93 Alkham Road,Open,Girls,Hackney,-0.0707996,51.5667992
school_london_Beis_Medrash_Elyon,Beis Medrash Elyon,Other Independent School,Not applicable,233 West Hendon Broadway,Open,Boys,Barnet,-0.241628,51.5789986
school_london_Beis_Rochel_D'satmar_Girls'_School,Beis Rochel D'satmar Girls' School,Other Independent School,Not applicable,51-57 Amhurst Park,Open,Mixed,Hackney,-0.0799683,51.574501
school_london_Beis_Ruchel_D'satmar_London,Beis Ruchel D'satmar London,Other Independent School,Not applicable,117 Stamford Hill,Open,Girls,Hackney,-0.0734092,51.5726013
school_london_Beis_Soroh_Schneirer,Beis Soroh Schneirer,Other Independent School,Not applicable,Arbiter House,Open,Girls,Barnet,-0.239523,51.580101
school_london_Beis_Trana_Girls'_School,Beis Trana Girls' School,Other Independent School,Not applicable,186 Upper Clapton Road,Open,Girls,Hackney,-0.0598235,51.5662994
school_london_Beis_Yaakov_Girls_School,Beis Yaakov Girls School,Other Independent School,Not applicable,Avigdor Mews,Open,Girls,Hackney,-0.0849546,51.5647011
school_london_Beis_Yaakov_Primary_School,Beis Yaakov Primary School,Voluntary Aided School,Primary,373 Edgware Road,Open,Girls,Brent,-0.257692,51.5918999
school_london_Beit_Shvidler_Primary_School,Beit Shvidler Primary School,Voluntary Aided School,Primary,261 Hale Lane,Open,Mixed,Barnet,-0.271656,51.618
school_london_Bell_Farm_Primary_School,Bell Farm Primary School,Community School,Primary,Hersham Road,Open,Mixed,Elmbridge,-0.40077,51.3721008
school_london_Bell_Lane_Primary_School,Bell Lane Primary School,Community School,Primary,Bell Lane,Open,Mixed,Barnet,-0.216212,51.5875015
school_london_Bellenden_Primary_School,Bellenden Primary School,Community School,Primary,Reedham Street,Open,Mixed,Southwark,-0.070865,51.4669991
school_london_Bellerbys_College_London,Bellerbys College London,Other Independent School,Not applicable,Bounty House,Open,Mixed,Greenwich,-0.0220031,51.4816017
school_london_Belleville_Primary_School,Belleville Primary School,Academy Converter,Primary,Belleville Road,Open,Mixed,Wandsworth,-0.163662,51.4571991
school_london_Belmont_Infant_School,Belmont Infant School,Community School,Primary,Rusper Road,Open,Mixed,Haringey,-0.0941832,51.5920982
school_london_Belmont_Junior_School,Belmont Junior School,Community School,Primary,Rusper Road,Open,Mixed,Haringey,-0.0941832,51.5920982
school_london_Belmont_Primary_School,Belmont Primary School,Community School,Primary,Belmont Road,Open,Mixed,Bexley,0.146,51.4729996
school_london_Belmont_School,Belmont School,Community School,Primary,Hibbert Road,Open,Mixed,Harrow,-0.327479,51.5997009
school_london_Belmore_Primary_Academy,Belmore Primary Academy,Academy Sponsor Led,Primary,Owen Road,Open,Mixed,Hillingdon,-0.401552,51.5317993
school_london_Belvedere_Infant_School,Belvedere Infant School,Community School,Primary,Mitchell Close,Open,Mixed,Bexley,0.158569,51.4908981
school_london_Belvedere_Junior_School,Belvedere Junior School,Academy Sponsor Led,Primary,Mitchell Close,Open,Mixed,Bexley,0.157194,51.4906998
school_london_Belvue_School,Belvue School,Community Special School,Not applicable,Rowdell Road,Open,Mixed,Ealing,-0.368367,51.5416985
school_london_Ben_Jonson_Primary_School,Ben Jonson Primary School,Community School,Primary,Harford Street,Open,Mixed,Tower Hamlets,-0.0385993,51.5209999
school_london_Benedict_House_Preparatory_School,Benedict House Preparatory School,Other Independent School,Not applicable,1-5 Victoria Road,Open,Mixed,Bexley,0.0992889,51.4287987
school_london_Benedict_Primary_School,Benedict Primary School,Academy Sponsor Led,Primary,Church Road,Open,Mixed,Merton,-0.170115,51.4026985
school_london_Benhurst_Primary_School,Benhurst Primary School,Community School,Primary,Benhurst Avenue,Open,Mixed,Havering,0.20401,51.5545998
school_london_Bensham_Manor_School,Bensham Manor School,Community Special School,Not applicable,Ecclesbourne Road,Open,Mixed,Croydon,-0.102191,51.3949013
school_london_Benthal_Primary_School,Benthal Primary School,Community School,Primary,Benthal Road,Open,Mixed,Hackney,-0.0652005,51.5583
school_london_Bentley_St_Paul's_Church_Of_England_Voluntary_Aided_Primary_School,Bentley St Paul's Church Of England Voluntary Aided Primary School,Voluntary Aided School,Primary,Ashwells Road,Open,Mixed,Brentwood,0.266873,51.6489983
school_london_Bentley_Wood_High_School,Bentley Wood High School,Academy Converter,Secondary,Bridges Road,Open,Girls,Harrow,-0.332392,51.6172981
school_london_Benyon_Primary_School,Benyon Primary School,Academy Sponsor Led,Primary,Tyssen Place,Open,Mixed,Thurrock,0.294652,51.5239983
school_london_Beormund_Primary_School,Beormund Primary School,Community Special School,Not applicable,Crosby Row,Open,Mixed,Southwark,-0.0884874,51.5008011
school_london_Berger_Primary_School,Berger Primary School,Community School,Primary,Anderson Road,Open,Mixed,Hackney,-0.0448512,51.5460014
school_london_Berkeley_Primary_School,Berkeley Primary School,Community School,Primary,Cranford Lane,Open,Mixed,Hounslow,-0.389885,51.4852982
school_london_Berrymede_Infant_School,Berrymede Infant School,Community School,Primary,Castle Close,Open,Mixed,Ealing,-0.273256,51.5029984
school_london_Berrymede_Junior_School,Berrymede Junior School,Community School,Primary,Osborne Road,Open,Mixed,Ealing,-0.273256,51.5029984
school_london_Bertrum_House_School,Bertrum House School,Other Independent School,Not applicable,290 Balham High Road,Open,Mixed,Wandsworth,-0.158449,51.4375992
school_london_Bessemer_Grange_Primary_School,Bessemer Grange Primary School,Community School,Primary,Dylways,Open,Mixed,Southwark,-0.0868169,51.4588013
school_london_Beth_Jacob_Grammar_School_For_Girls,Beth Jacob Grammar School For Girls,Other Independent School,Not applicable,Stratford Road,Open,Girls,Barnet,-0.217858,51.587101
school_london_Bethnal_Green_Academy,Bethnal Green Academy,Academy Converter,Secondary,Gosset Street,Open,Mixed,Tower Hamlets,-0.069625,51.527401
school_london_Beths_Grammar_School,Beths Grammar School,Academy Converter,Secondary,Hartford Road,Open,Boys,Bexley,0.150735,51.4466019
school_london_Betty_Layward_Primary_School,Betty Layward Primary School,Community School,Primary,Clissold Road,Open,Mixed,Hackney,-0.0846212,51.5578995
school_london_Beulah_Infants'_School,Beulah Infants' School,Academy Sponsor Led,Primary,Furze Road,Open,Mixed,Croydon,-0.0987988,51.4039001
school_london_Beulah_Junior_School,Beulah Junior School,Community School,Primary,Beulah Road,Open,Mixed,Croydon,-0.0990963,51.4043007
school_london_Bevington_Primary_School,Bevington Primary School,Community School,Primary,Bevington Road,Open,Mixed,Kensington And Chelsea,-0.208173,51.5214005
school_london_Bexley_Grammar_School,Bexley Grammar School,Academy Converter,Secondary,Danson Lane,Open,Mixed,Bexley,0.10704,51.456501
school_london_Bexleyheath_Academy,Bexleyheath Academy,Academy Sponsor Led,Secondary,Woolwich Road,Open,Mixed,Bexley,0.146039,51.4578018
school_london_Bhaktivedanta_Manor_School,Bhaktivedanta Manor School,Other Independent School,Not applicable,Dharam Marg,Open,Mixed,Hertsmere,-0.33643,51.665699
school_london_Bickley_Park_School,Bickley Park School,Other Independent School,Not applicable,24 Page Heath Lane,Open,Mixed,Bromley,0.0439144,51.4012985
school_london_Bickley_Primary_School,Bickley Primary School,Community School,Primary,Nightingale Lane,Open,Mixed,Bromley,0.0306045,51.4023018
school_london_Big_Creative_Independent_School,Big Creative Independent School,Other Independent School,Not applicable,Silver Birch House,Open,Mixed,Waltham Forest,-0.0425897,51.5940018
school_london_Biggin_Hill_Primary_School,Biggin Hill Primary School,Academy Converter,Primary,Old Tye Avenue,Open,Mixed,Bromley,0.0401644,51.3147011
school_london_Bigland_Green_Primary_School,Bigland Green Primary School,Community School,Primary,Bigland Street,Open,Mixed,Tower Hamlets,-0.0597921,51.5131989
school_london_Birkbeck_Primary_School,Birkbeck Primary School,Community School,Primary,Alma Road,Open,Mixed,Bexley,0.105794,51.4319
school_london_Bishop_Challoner_Catholic_Federations_Of_Boys_School,Bishop Challoner Catholic Federations Of Boys School,Voluntary Aided School,Secondary,352 Commercial Road,Open,Boys,Tower Hamlets,-0.0493739,51.5135002
school_london_Bishop_Challoner_Catholic_Federations_Of_Girls_School,Bishop Challoner Catholic Federations Of Girls School,Voluntary Aided School,Secondary,352 Commercial Road,Open,Girls,Tower Hamlets,-0.0511939,51.513401
school_london_Bishop_Challoner_School,Bishop Challoner School,Other Independent School,Not applicable,228 Bromley Road,Open,Mixed,Bromley,-0.003716,51.4068985
school_london_Bishop_Douglass_School_Finchley,Bishop Douglass School Finchley,Voluntary Aided School,Secondary,Hamilton Road,Open,Mixed,Barnet,-0.178447,51.5940018
school_london_Bishop_Gilpin_Cofe_Primary_School,Bishop Gilpin Cofe Primary School,Voluntary Aided School,Primary,Lake Road,Open,Mixed,Merton,-0.206935,51.4272995
school_london_Bishop_John_Robinson_Church_Of_England_Primary_School,Bishop John Robinson Church Of England Primary School,Voluntary Aided School,Primary,Hoveton Road,Open,Mixed,Greenwich,0.118844,51.5084
school_london_Bishop_Justus_Cofe_School,Bishop Justus Cofe School,Academy Converter,Secondary,Magpie Hall Lane,Open,Mixed,Bromley,0.0433793,51.3811989
school_london_Bishop_Perrin_Church_Of_England_Primary_School,Bishop Perrin Church Of England Primary School,Voluntary Aided School,Primary,Hospital Bridge Road,Open,Mixed,Richmond Upon Thames,-0.366099,51.4487991
school_london_Bishop_Ramsey_Church_Of_England_School,Bishop Ramsey Church Of England School,Academy Converter,Secondary,Hume Way,Open,Mixed,Hillingdon,-0.409267,51.5788994
school_london_Bishop_Ridley_Church_Of_England_Va_Primary_School,Bishop Ridley Church Of England Va Primary School,Voluntary Aided School,Primary,Northumberland Avenue,Open,Mixed,Bexley,0.0884072,51.4594994
school_london_Bishop_Stopford's_School,Bishop Stopford's School,Voluntary Aided School,Secondary,Brick Lane,Open,Mixed,Enfield,-0.0544492,51.6573982
school_london_Bishop_Thomas_Grant_Catholic_Secondary_School,Bishop Thomas Grant Catholic Secondary School,Voluntary Aided School,Secondary,Belltrees Grove,Open,Mixed,Lambeth,-0.118751,51.4249992
school_london_Bishop_Winnington-ingram_Cofe_Primary_School,Bishop Winnington-ingram Cofe Primary School,Voluntary Aided School,Primary,Southcote Rise,Open,Mixed,Hillingdon,-0.434574,51.5778008
school_london_Bishopshalt_School,Bishopshalt School,Academy Converter,Secondary,Royal Lane,Open,Mixed,Hillingdon,-0.459673,51.5325012
school_london_Blackfen_School_For_Girls,Blackfen School For Girls,Academy Converter,Secondary,Blackfen Road,Open,Girls,Bexley,0.112132,51.4486008
school_london_Blackheath_High_School,Blackheath High School,Other Independent School,Not applicable,27 Vanbrugh Park,Open,Girls,Greenwich,0.0157691,51.4775009
school_london_Blackheath_Preparatory_School,Blackheath Preparatory School,Other Independent School,Not applicable,4 St German's Place,Open,Mixed,Greenwich,0.0157035,51.4724998
school_london_Blair_Peach_Primary_School,Blair Peach Primary School,Community School,Primary,Beaconsfield Road,Open,Mixed,Ealing,-0.383098,51.5078011
school_london_Blenheim_High_School,Blenheim High School,Academy Converter,Secondary,Longmead Road,Open,Mixed,Epsom And Ewell,-0.264371,51.3452988
school_london_Blenheim_Primary_School,Blenheim Primary School,Community School,Primary,Blenheim Road,Open,Mixed,Bromley,0.117759,51.3726997
school_london_Blessed_Dominic_Catholic_Primary_School,Blessed Dominic Catholic Primary School,Voluntary Aided School,Primary,Lanacre Avenue,Open,Mixed,Barnet,-0.246164,51.5998993
school_london_Blessed_Sacrament_Rc_Primary_School,Blessed Sacrament Rc Primary School,Voluntary Aided School,Primary,Boadicea Street,Open,Mixed,Islington,-0.119045,51.536499
school_london_Bloo_House,Bloo House,Other Independent School,Not applicable,The Lodge (moore Place),Open,Mixed,Elmbridge,-0.370312,51.3656006
school_london_Blossom_House_School,Blossom House School,Other Independent Special School,Not applicable,Station Road,Open,Mixed,Merton,-0.239146,51.3950996
school_london_Blue_Gate_Fields_Infants'_School,Blue Gate Fields Infants' School,Community School,Primary,King David Lane,Open,Mixed,Tower Hamlets,-0.0543257,51.510601
school_london_Blue_Gate_Fields_Junior_School,Blue Gate Fields Junior School,Community School,Primary,King David Lane,Open,Mixed,Tower Hamlets,-0.0543257,51.510601
school_london_Bnei_Zion_Community_School,Bnei Zion Community School,Other Independent School,Not applicable,49a Ravensdale Road,Open,Boys,Hackney,-0.0695486,51.5751991
school_london_Bnois_Jerusalem_Girls_School,Bnois Jerusalem Girls School,Other Independent School,Not applicable,79/81 Amhurst Park,Open,Girls,Hackney,-0.0822609,51.5746002
school_london_Bnos_Beis_Yaakov_Primary_School,Bnos Beis Yaakov Primary School,Other Independent School,Not applicable,Kingsbury Synagogue,Open,Girls,Brent,-0.26376,51.5825996
school_london_Bnos_Zion_Of_Bobov,Bnos Zion Of Bobov,Other Independent School,Not applicable,65-67 Ravensdale Road,Open,Girls,Hackney,-0.0685611,51.5752983
school_london_Bond_Primary_School,Bond Primary School,Community School,Primary,Bond Road,Open,Mixed,Merton,-0.166097,51.4085999
school_london_Bonner_Primary_School,Bonner Primary School,Community School,Primary,Stainsbury Street,Open,Mixed,Tower Hamlets,-0.0487075,51.5297012
