Id,Date,Town,AveragePrice,HousesSold
kingston upon thames2019-07-01,2019-07-01T00:00:00Z,kingston upon thames,502723,200.0
kingston upon thames2019-08-01,2019-08-01T00:00:00Z,kingston upon thames,507183,206.0
kingston upon thames2019-09-01,2019-09-01T00:00:00Z,kingston upon thames,504567,154.0
kingston upon thames2019-10-01,2019-10-01T00:00:00Z,kingston upon thames,487844,197.0
kingston upon thames2019-11-01,2019-11-01T00:00:00Z,kingston upon thames,490852,192.0
lambeth1995-01-01,1995-01-01T00:00:00Z,lambeth,67771,227.0
lambeth1995-02-01,1995-02-01T00:00:00Z,lambeth,65382,207.0
lambeth1995-03-01,1995-03-01T00:00:00Z,lambeth,66337,315.0
lambeth1995-04-01,1995-04-01T00:00:00Z,lambeth,66389,288.0
lambeth1995-05-01,1995-05-01T00:00:00Z,lambeth,69035,309.0
lambeth1995-06-01,1995-06-01T00:00:00Z,lambeth,68881,304.0
lambeth1995-07-01,1995-07-01T00:00:00Z,lambeth,69609,324.0
lambeth1995-08-01,1995-08-01T00:00:00Z,lambeth,68840,312.0
lambeth1995-09-01,1995-09-01T00:00:00Z,lambeth,70156,300.0
lambeth1995-10-01,1995-10-01T00:00:00Z,lambeth,69616,272.0
lambeth1995-11-01,1995-11-01T00:00:00Z,lambeth,68054,281.0
lambeth1995-12-01,1995-12-01T00:00:00Z,lambeth,67199,296.0
lambeth1996-01-01,1996-01-01T00:00:00Z,lambeth,68780,234.0
lambeth1996-02-01,1996-02-01T00:00:00Z,lambeth,72306,227.0
lambeth1996-03-01,1996-03-01T00:00:00Z,lambeth,71762,322.0
lambeth1996-04-01,1996-04-01T00:00:00Z,lambeth,71664,307.0
lambeth1996-05-01,1996-05-01T00:00:00Z,lambeth,71386,439.0
lambeth1996-06-01,1996-06-01T00:00:00Z,lambeth,73469,412.0
lambeth1996-07-01,1996-07-01T00:00:00Z,lambeth,73809,489.0
lambeth1996-08-01,1996-08-01T00:00:00Z,lambeth,72820,442.0
lambeth1996-09-01,1996-09-01T00:00:00Z,lambeth,72935,384.0
lambeth1996-10-01,1996-10-01T00:00:00Z,lambeth,72307,455.0
lambeth1996-11-01,1996-11-01T00:00:00Z,lambeth,73356,518.0
lambeth1996-12-01,1996-12-01T00:00:00Z,lambeth,74737,496.0
lambeth1997-01-01,1997-01-01T00:00:00Z,lambeth,78248,400.0
lambeth1997-02-01,1997-02-01T00:00:00Z,lambeth,79064,385.0
lambeth1997-03-01,1997-03-01T00:00:00Z,lambeth,79199,423.0
lambeth1997-04-01,1997-04-01T00:00:00Z,lambeth,77778,469.0
lambeth1997-05-01,1997-05-01T00:00:00Z,lambeth,81000,530.0
lambeth1997-06-01,1997-06-01T00:00:00Z,lambeth,85372,490.0
lambeth1997-07-01,1997-07-01T00:00:00Z,lambeth,91999,651.0
lambeth1997-08-01,1997-08-01T00:00:00Z,lambeth,91972,512.0
lambeth1997-09-01,1997-09-01T00:00:00Z,lambeth,92522,471.0
lambeth1997-10-01,1997-10-01T00:00:00Z,lambeth,89224,536.0
lambeth1997-11-01,1997-11-01T00:00:00Z,lambeth,91413,466.0
lambeth1997-12-01,1997-12-01T00:00:00Z,lambeth,93057,498.0
lambeth1998-01-01,1998-01-01T00:00:00Z,lambeth,96231,371.0
lambeth1998-02-01,1998-02-01T00:00:00Z,lambeth,97302,358.0
lambeth1998-03-01,1998-03-01T00:00:00Z,lambeth,96672,476.0
lambeth1998-04-01,1998-04-01T00:00:00Z,lambeth,97598,456.0
lambeth1998-05-01,1998-05-01T00:00:00Z,lambeth,99378,487.0
lambeth1998-06-01,1998-06-01T00:00:00Z,lambeth,104807,519.0
lambeth1998-07-01,1998-07-01T00:00:00Z,lambeth,107921,625.0
lambeth1998-08-01,1998-08-01T00:00:00Z,lambeth,109637,490.0
lambeth1998-09-01,1998-09-01T00:00:00Z,lambeth,108289,511.0
lambeth1998-10-01,1998-10-01T00:00:00Z,lambeth,107016,435.0
lambeth1998-11-01,1998-11-01T00:00:00Z,lambeth,106182,368.0
lambeth1998-12-01,1998-12-01T00:00:00Z,lambeth,107116,447.0
lambeth1999-01-01,1999-01-01T00:00:00Z,lambeth,106119,322.0
lambeth1999-02-01,1999-02-01T00:00:00Z,lambeth,107158,325.0
lambeth1999-03-01,1999-03-01T00:00:00Z,lambeth,106659,441.0
lambeth1999-04-01,1999-04-01T00:00:00Z,lambeth,109746,461.0
lambeth1999-05-01,1999-05-01T00:00:00Z,lambeth,112374,464.0
lambeth1999-06-01,1999-06-01T00:00:00Z,lambeth,112867,544.0
lambeth1999-07-01,1999-07-01T00:00:00Z,lambeth,117305,686.0
lambeth1999-08-01,1999-08-01T00:00:00Z,lambeth,120470,558.0
lambeth1999-09-01,1999-09-01T00:00:00Z,lambeth,125138,541.0
lambeth1999-10-01,1999-10-01T00:00:00Z,lambeth,125678,546.0
lambeth1999-11-01,1999-11-01T00:00:00Z,lambeth,126668,544.0
lambeth1999-12-01,1999-12-01T00:00:00Z,lambeth,129214,579.0
lambeth2000-01-01,2000-01-01T00:00:00Z,lambeth,132007,413.0
lambeth2000-02-01,2000-02-01T00:00:00Z,lambeth,135770,436.0
lambeth2000-03-01,2000-03-01T00:00:00Z,lambeth,136645,549.0
lambeth2000-04-01,2000-04-01T00:00:00Z,lambeth,142636,501.0
lambeth2000-05-01,2000-05-01T00:00:00Z,lambeth,145228,557.0
lambeth2000-06-01,2000-06-01T00:00:00Z,lambeth,149818,593.0
lambeth2000-07-01,2000-07-01T00:00:00Z,lambeth,148317,547.0
lambeth2000-08-01,2000-08-01T00:00:00Z,lambeth,151419,537.0
lambeth2000-09-01,2000-09-01T00:00:00Z,lambeth,154821,478.0
lambeth2000-10-01,2000-10-01T00:00:00Z,lambeth,157638,428.0
lambeth2000-11-01,2000-11-01T00:00:00Z,lambeth,161435,410.0
lambeth2000-12-01,2000-12-01T00:00:00Z,lambeth,160732,431.0
lambeth2001-01-01,2001-01-01T00:00:00Z,lambeth,160849,419.0
lambeth2001-02-01,2001-02-01T00:00:00Z,lambeth,155593,340.0
lambeth2001-03-01,2001-03-01T00:00:00Z,lambeth,155945,497.0
lambeth2001-04-01,2001-04-01T00:00:00Z,lambeth,157274,459.0
lambeth2001-05-01,2001-05-01T00:00:00Z,lambeth,164437,492.0
lambeth2001-06-01,2001-06-01T00:00:00Z,lambeth,167111,581.0
lambeth2001-07-01,2001-07-01T00:00:00Z,lambeth,169085,623.0
lambeth2001-08-01,2001-08-01T00:00:00Z,lambeth,169960,694.0
lambeth2001-09-01,2001-09-01T00:00:00Z,lambeth,169825,434.0
lambeth2001-10-01,2001-10-01T00:00:00Z,lambeth,168657,490.0
lambeth2001-11-01,2001-11-01T00:00:00Z,lambeth,167426,477.0
lambeth2001-12-01,2001-12-01T00:00:00Z,lambeth,170055,392.0
lambeth2002-01-01,2002-01-01T00:00:00Z,lambeth,177905,340.0
lambeth2002-02-01,2002-02-01T00:00:00Z,lambeth,178205,371.0
lambeth2002-03-01,2002-03-01T00:00:00Z,lambeth,179062,480.0
lambeth2002-04-01,2002-04-01T00:00:00Z,lambeth,176703,495.0
lambeth2002-05-01,2002-05-01T00:00:00Z,lambeth,181198,630.0
lambeth2002-06-01,2002-06-01T00:00:00Z,lambeth,186023,512.0
lambeth2002-07-01,2002-07-01T00:00:00Z,lambeth,192324,664.0
lambeth2002-08-01,2002-08-01T00:00:00Z,lambeth,200269,639.0
lambeth2002-09-01,2002-09-01T00:00:00Z,lambeth,203606,573.0
lambeth2002-10-01,2002-10-01T00:00:00Z,lambeth,203613,576.0
lambeth2002-11-01,2002-11-01T00:00:00Z,lambeth,201927,493.0
lambeth2002-12-01,2002-12-01T00:00:00Z,lambeth,204576,507.0
lambeth2003-01-01,2003-01-01T00:00:00Z,lambeth,205905,413.0
lambeth2003-02-01,2003-02-01T00:00:00Z,lambeth,207346,341.0
lambeth2003-03-01,2003-03-01T00:00:00Z,lambeth,203618,394.0
lambeth2003-04-01,2003-04-01T00:00:00Z,lambeth,201857,306.0
lambeth2003-05-01,2003-05-01T00:00:00Z,lambeth,197154,428.0
lambeth2003-06-01,2003-06-01T00:00:00Z,lambeth,196732,443.0
lambeth2003-07-01,2003-07-01T00:00:00Z,lambeth,198036,518.0
lambeth2003-08-01,2003-08-01T00:00:00Z,lambeth,203688,497.0
lambeth2003-09-01,2003-09-01T00:00:00Z,lambeth,206706,557.0
lambeth2003-10-01,2003-10-01T00:00:00Z,lambeth,206501,549.0
lambeth2003-11-01,2003-11-01T00:00:00Z,lambeth,206517,476.0
lambeth2003-12-01,2003-12-01T00:00:00Z,lambeth,206467,516.0
lambeth2004-01-01,2004-01-01T00:00:00Z,lambeth,212766,409.0
lambeth2004-02-01,2004-02-01T00:00:00Z,lambeth,211752,425.0
lambeth2004-03-01,2004-03-01T00:00:00Z,lambeth,213243,470.0
lambeth2004-04-01,2004-04-01T00:00:00Z,lambeth,213974,552.0
lambeth2004-05-01,2004-05-01T00:00:00Z,lambeth,216127,472.0
lambeth2004-06-01,2004-06-01T00:00:00Z,lambeth,220817,663.0
lambeth2004-07-01,2004-07-01T00:00:00Z,lambeth,223564,656.0
lambeth2004-08-01,2004-08-01T00:00:00Z,lambeth,230938,649.0
lambeth2004-09-01,2004-09-01T00:00:00Z,lambeth,233753,465.0
lambeth2004-10-01,2004-10-01T00:00:00Z,lambeth,230775,442.0
lambeth2004-11-01,2004-11-01T00:00:00Z,lambeth,227754,390.0
lambeth2004-12-01,2004-12-01T00:00:00Z,lambeth,227204,364.0
lambeth2005-01-01,2005-01-01T00:00:00Z,lambeth,226726,291.0
lambeth2005-02-01,2005-02-01T00:00:00Z,lambeth,224800,295.0
lambeth2005-03-01,2005-03-01T00:00:00Z,lambeth,220863,335.0
lambeth2005-04-01,2005-04-01T00:00:00Z,lambeth,221561,397.0
lambeth2005-05-01,2005-05-01T00:00:00Z,lambeth,222759,372.0
lambeth2005-06-01,2005-06-01T00:00:00Z,lambeth,227386,431.0
lambeth2005-07-01,2005-07-01T00:00:00Z,lambeth,233889,511.0
lambeth2005-08-01,2005-08-01T00:00:00Z,lambeth,235728,565.0
lambeth2005-09-01,2005-09-01T00:00:00Z,lambeth,237332,515.0
lambeth2005-10-01,2005-10-01T00:00:00Z,lambeth,231104,494.0
lambeth2005-11-01,2005-11-01T00:00:00Z,lambeth,232129,443.0
lambeth2005-12-01,2005-12-01T00:00:00Z,lambeth,231958,534.0
lambeth2006-01-01,2006-01-01T00:00:00Z,lambeth,236766,397.0
lambeth2006-02-01,2006-02-01T00:00:00Z,lambeth,234359,372.0
lambeth2006-03-01,2006-03-01T00:00:00Z,lambeth,235911,540.0
lambeth2006-04-01,2006-04-01T00:00:00Z,lambeth,237767,498.0
lambeth2006-05-01,2006-05-01T00:00:00Z,lambeth,246459,497.0
lambeth2006-06-01,2006-06-01T00:00:00Z,lambeth,249296,549.0
lambeth2006-07-01,2006-07-01T00:00:00Z,lambeth,254318,659.0
lambeth2006-08-01,2006-08-01T00:00:00Z,lambeth,257563,684.0
lambeth2006-09-01,2006-09-01T00:00:00Z,lambeth,261648,661.0
lambeth2006-10-01,2006-10-01T00:00:00Z,lambeth,262571,586.0
lambeth2006-11-01,2006-11-01T00:00:00Z,lambeth,261967,611.0
lambeth2006-12-01,2006-12-01T00:00:00Z,lambeth,263085,566.0
lambeth2007-01-01,2007-01-01T00:00:00Z,lambeth,267255,532.0
lambeth2007-02-01,2007-02-01T00:00:00Z,lambeth,272416,460.0
lambeth2007-03-01,2007-03-01T00:00:00Z,lambeth,279673,533.0
lambeth2007-04-01,2007-04-01T00:00:00Z,lambeth,283835,464.0
lambeth2007-05-01,2007-05-01T00:00:00Z,lambeth,290461,497.0
lambeth2007-06-01,2007-06-01T00:00:00Z,lambeth,300121,697.0
lambeth2007-07-01,2007-07-01T00:00:00Z,lambeth,305754,623.0
lambeth2007-08-01,2007-08-01T00:00:00Z,lambeth,315086,655.0
lambeth2007-09-01,2007-09-01T00:00:00Z,lambeth,318371,482.0
lambeth2007-10-01,2007-10-01T00:00:00Z,lambeth,320251,532.0
lambeth2007-11-01,2007-11-01T00:00:00Z,lambeth,316462,462.0
lambeth2007-12-01,2007-12-01T00:00:00Z,lambeth,309138,370.0
lambeth2008-01-01,2008-01-01T00:00:00Z,lambeth,307930,359.0
lambeth2008-02-01,2008-02-01T00:00:00Z,lambeth,303089,338.0
lambeth2008-03-01,2008-03-01T00:00:00Z,lambeth,304300,319.0
lambeth2008-04-01,2008-04-01T00:00:00Z,lambeth,305630,286.0
lambeth2008-05-01,2008-05-01T00:00:00Z,lambeth,302761,289.0
lambeth2008-06-01,2008-06-01T00:00:00Z,lambeth,296606,270.0
lambeth2008-07-01,2008-07-01T00:00:00Z,lambeth,295052,260.0
lambeth2008-08-01,2008-08-01T00:00:00Z,lambeth,296707,218.0
lambeth2008-09-01,2008-09-01T00:00:00Z,lambeth,302407,186.0
lambeth2008-10-01,2008-10-01T00:00:00Z,lambeth,289367,153.0
lambeth2008-11-01,2008-11-01T00:00:00Z,lambeth,275678,131.0
lambeth2008-12-01,2008-12-01T00:00:00Z,lambeth,266183,151.0
lambeth2009-01-01,2009-01-01T00:00:00Z,lambeth,262814,104.0
lambeth2009-02-01,2009-02-01T00:00:00Z,lambeth,262924,92.0
lambeth2009-03-01,2009-03-01T00:00:00Z,lambeth,255001,129.0
lambeth2009-04-01,2009-04-01T00:00:00Z,lambeth,247238,128.0
lambeth2009-05-01,2009-05-01T00:00:00Z,lambeth,251968,146.0
lambeth2009-06-01,2009-06-01T00:00:00Z,lambeth,258178,153.0
lambeth2009-07-01,2009-07-01T00:00:00Z,lambeth,270535,240.0
lambeth2009-08-01,2009-08-01T00:00:00Z,lambeth,273198,246.0
lambeth2009-09-01,2009-09-01T00:00:00Z,lambeth,276691,252.0
lambeth2009-10-01,2009-10-01T00:00:00Z,lambeth,282901,295.0
lambeth2009-11-01,2009-11-01T00:00:00Z,lambeth,284628,281.0
lambeth2009-12-01,2009-12-01T00:00:00Z,lambeth,281970,298.0
lambeth2010-01-01,2010-01-01T00:00:00Z,lambeth,285833,265.0
lambeth2010-02-01,2010-02-01T00:00:00Z,lambeth,286760,208.0
lambeth2010-03-01,2010-03-01T00:00:00Z,lambeth,295041,251.0
lambeth2010-04-01,2010-04-01T00:00:00Z,lambeth,294294,250.0
lambeth2010-05-01,2010-05-01T00:00:00Z,lambeth,297315,299.0
lambeth2010-06-01,2010-06-01T00:00:00Z,lambeth,298001,313.0
lambeth2010-07-01,2010-07-01T00:00:00Z,lambeth,303699,390.0
lambeth2010-08-01,2010-08-01T00:00:00Z,lambeth,308883,353.0
lambeth2010-09-01,2010-09-01T00:00:00Z,lambeth,307119,301.0
lambeth2010-10-01,2010-10-01T00:00:00Z,lambeth,302451,317.0
lambeth2010-11-01,2010-11-01T00:00:00Z,lambeth,294153,284.0
lambeth2010-12-01,2010-12-01T00:00:00Z,lambeth,292465,261.0
lambeth2011-01-01,2011-01-01T00:00:00Z,lambeth,290340,267.0
lambeth2011-02-01,2011-02-01T00:00:00Z,lambeth,293481,223.0
lambeth2011-03-01,2011-03-01T00:00:00Z,lambeth,293607,249.0
lambeth2011-04-01,2011-04-01T00:00:00Z,lambeth,298551,310.0
lambeth2011-05-01,2011-05-01T00:00:00Z,lambeth,300056,273.0
lambeth2011-06-01,2011-06-01T00:00:00Z,lambeth,304481,305.0
lambeth2011-07-01,2011-07-01T00:00:00Z,lambeth,304624,342.0
lambeth2011-08-01,2011-08-01T00:00:00Z,lambeth,312600,352.0
lambeth2011-09-01,2011-09-01T00:00:00Z,lambeth,313959,364.0
lambeth2011-10-01,2011-10-01T00:00:00Z,lambeth,316450,296.0
lambeth2011-11-01,2011-11-01T00:00:00Z,lambeth,310605,297.0
lambeth2011-12-01,2011-12-01T00:00:00Z,lambeth,309605,308.0
lambeth2012-01-01,2012-01-01T00:00:00Z,lambeth,308274,257.0
lambeth2012-02-01,2012-02-01T00:00:00Z,lambeth,313346,263.0
lambeth2012-03-01,2012-03-01T00:00:00Z,lambeth,314537,404.0
lambeth2012-04-01,2012-04-01T00:00:00Z,lambeth,318902,238.0
lambeth2012-05-01,2012-05-01T00:00:00Z,lambeth,323925,317.0
lambeth2012-06-01,2012-06-01T00:00:00Z,lambeth,333273,305.0
lambeth2012-07-01,2012-07-01T00:00:00Z,lambeth,335266,382.0
lambeth2012-08-01,2012-08-01T00:00:00Z,lambeth,338402,394.0
lambeth2012-09-01,2012-09-01T00:00:00Z,lambeth,334410,402.0
lambeth2012-10-01,2012-10-01T00:00:00Z,lambeth,338429,358.0
lambeth2012-11-01,2012-11-01T00:00:00Z,lambeth,334410,328.0
lambeth2012-12-01,2012-12-01T00:00:00Z,lambeth,336416,291.0
lambeth2013-01-01,2013-01-01T00:00:00Z,lambeth,331660,296.0
lambeth2013-02-01,2013-02-01T00:00:00Z,lambeth,340893,270.0
lambeth2013-03-01,2013-03-01T00:00:00Z,lambeth,346215,308.0
lambeth2013-04-01,2013-04-01T00:00:00Z,lambeth,351136,336.0
lambeth2013-05-01,2013-05-01T00:00:00Z,lambeth,346608,416.0
lambeth2013-06-01,2013-06-01T00:00:00Z,lambeth,351150,408.0
lambeth2013-07-01,2013-07-01T00:00:00Z,lambeth,361265,450.0
lambeth2013-08-01,2013-08-01T00:00:00Z,lambeth,367315,478.0
lambeth2013-09-01,2013-09-01T00:00:00Z,lambeth,377423,438.0
lambeth2013-10-01,2013-10-01T00:00:00Z,lambeth,387491,442.0
lambeth2013-11-01,2013-11-01T00:00:00Z,lambeth,394045,547.0
lambeth2013-12-01,2013-12-01T00:00:00Z,lambeth,400387,546.0
lambeth2014-01-01,2014-01-01T00:00:00Z,lambeth,395104,464.0
lambeth2014-02-01,2014-02-01T00:00:00Z,lambeth,406243,380.0
lambeth2014-03-01,2014-03-01T00:00:00Z,lambeth,401811,381.0
lambeth2014-04-01,2014-04-01T00:00:00Z,lambeth,413723,372.0
lambeth2014-05-01,2014-05-01T00:00:00Z,lambeth,423948,398.0
lambeth2014-06-01,2014-06-01T00:00:00Z,lambeth,435515,395.0
lambeth2014-07-01,2014-07-01T00:00:00Z,lambeth,446019,524.0
lambeth2014-08-01,2014-08-01T00:00:00Z,lambeth,449302,481.0
lambeth2014-09-01,2014-09-01T00:00:00Z,lambeth,462535,416.0
lambeth2014-10-01,2014-10-01T00:00:00Z,lambeth,463981,394.0
lambeth2014-11-01,2014-11-01T00:00:00Z,lambeth,457791,347.0
lambeth2014-12-01,2014-12-01T00:00:00Z,lambeth,447526,421.0
lambeth2015-01-01,2015-01-01T00:00:00Z,lambeth,441235,351.0
lambeth2015-02-01,2015-02-01T00:00:00Z,lambeth,438618,346.0
lambeth2015-03-01,2015-03-01T00:00:00Z,lambeth,443179,370.0
lambeth2015-04-01,2015-04-01T00:00:00Z,lambeth,445243,340.0
lambeth2015-05-01,2015-05-01T00:00:00Z,lambeth,459887,338.0
lambeth2015-06-01,2015-06-01T00:00:00Z,lambeth,467797,424.0
lambeth2015-07-01,2015-07-01T00:00:00Z,lambeth,484640,487.0
lambeth2015-08-01,2015-08-01T00:00:00Z,lambeth,499510,477.0
lambeth2015-09-01,2015-09-01T00:00:00Z,lambeth,508248,424.0
lambeth2015-10-01,2015-10-01T00:00:00Z,lambeth,499211,404.0
lambeth2015-11-01,2015-11-01T00:00:00Z,lambeth,487265,343.0
lambeth2015-12-01,2015-12-01T00:00:00Z,lambeth,484535,343.0
lambeth2016-01-01,2016-01-01T00:00:00Z,lambeth,491178,372.0
lambeth2016-02-01,2016-02-01T00:00:00Z,lambeth,501992,317.0
lambeth2016-03-01,2016-03-01T00:00:00Z,lambeth,512536,628.0
lambeth2016-04-01,2016-04-01T00:00:00Z,lambeth,514092,213.0
lambeth2016-05-01,2016-05-01T00:00:00Z,lambeth,510867,228.0
lambeth2016-06-01,2016-06-01T00:00:00Z,lambeth,509850,331.0
lambeth2016-07-01,2016-07-01T00:00:00Z,lambeth,522676,382.0
lambeth2016-08-01,2016-08-01T00:00:00Z,lambeth,529867,298.0
lambeth2016-09-01,2016-09-01T00:00:00Z,lambeth,530361,309.0
lambeth2016-10-01,2016-10-01T00:00:00Z,lambeth,521630,308.0
lambeth2016-11-01,2016-11-01T00:00:00Z,lambeth,517641,299.0
lambeth2016-12-01,2016-12-01T00:00:00Z,lambeth,512058,277.0
lambeth2017-01-01,2017-01-01T00:00:00Z,lambeth,509710,247.0
lambeth2017-02-01,2017-02-01T00:00:00Z,lambeth,507254,253.0
lambeth2017-03-01,2017-03-01T00:00:00Z,lambeth,509025,330.0
lambeth2017-04-01,2017-04-01T00:00:00Z,lambeth,509498,288.0
lambeth2017-05-01,2017-05-01T00:00:00Z,lambeth,518127,400.0
lambeth2017-06-01,2017-06-01T00:00:00Z,lambeth,524987,367.0
lambeth2017-07-01,2017-07-01T00:00:00Z,lambeth,532804,308.0
lambeth2017-08-01,2017-08-01T00:00:00Z,lambeth,531315,341.0
lambeth2017-09-01,2017-09-01T00:00:00Z,lambeth,530268,359.0
lambeth2017-10-01,2017-10-01T00:00:00Z,lambeth,523673,338.0
lambeth2017-11-01,2017-11-01T00:00:00Z,lambeth,516202,254.0
lambeth2017-12-01,2017-12-01T00:00:00Z,lambeth,509180,351.0
lambeth2018-01-01,2018-01-01T00:00:00Z,lambeth,514176,264.0
lambeth2018-02-01,2018-02-01T00:00:00Z,lambeth,513042,255.0
lambeth2018-03-01,2018-03-01T00:00:00Z,lambeth,510284,301.0
lambeth2018-04-01,2018-04-01T00:00:00Z,lambeth,516207,243.0
lambeth2018-05-01,2018-05-01T00:00:00Z,lambeth,518958,278.0
lambeth2018-06-01,2018-06-01T00:00:00Z,lambeth,525075,272.0
lambeth2018-07-01,2018-07-01T00:00:00Z,lambeth,512374,280.0
lambeth2018-08-01,2018-08-01T00:00:00Z,lambeth,503646,286.0
lambeth2018-09-01,2018-09-01T00:00:00Z,lambeth,496034,252.0
lambeth2018-10-01,2018-10-01T00:00:00Z,lambeth,505330,291.0
lambeth2018-11-01,2018-11-01T00:00:00Z,lambeth,512389,310.0
lambeth2018-12-01,2018-12-01T00:00:00Z,lambeth,510922,311.0
lambeth2019-01-01,2019-01-01T00:00:00Z,lambeth,501861,227.0
lambeth2019-02-01,2019-02-01T00:00:00Z,lambeth,496204,209.0
lambeth2019-03-01,2019-03-01T00:00:00Z,lambeth,498849,242.0
lambeth2019-04-01,2019-04-01T00:00:00Z,lambeth,499905,235.0
lambeth2019-05-01,2019-05-01T00:00:00Z,lambeth,495063,283.0
lambeth2019-06-01,2019-06-01T00:00:00Z,lambeth,502091,241.0
lambeth2019-07-01,2019-07-01T00:00:00Z,lambeth,508360,308.0
lambeth2019-08-01,2019-08-01T00:00:00Z,lambeth,519475,322.0
lambeth2019-09-01,2019-09-01T00:00:00Z,lambeth,521142,263.0
lambeth2019-10-01,2019-10-01T00:00:00Z,lambeth,516985,239.0
lambeth2019-11-01,2019-11-01T00:00:00Z,lambeth,519234,239.0
lewisham1995-01-01,1995-01-01T00:00:00Z,lewisham,60491,211.0
lewisham1995-02-01,1995-02-01T00:00:00Z,lewisham,60869,206.0
lewisham1995-03-01,1995-03-01T00:00:00Z,lewisham,60288,300.0
lewisham1995-04-01,1995-04-01T00:00:00Z,lewisham,59471,227.0
lewisham1995-05-01,1995-05-01T00:00:00Z,lewisham,58551,311.0
lewisham1995-06-01,1995-06-01T00:00:00Z,lewisham,58041,332.0
lewisham1995-07-01,1995-07-01T00:00:00Z,lewisham,58126,294.0
lewisham1995-08-01,1995-08-01T00:00:00Z,lewisham,58151,325.0
lewisham1995-09-01,1995-09-01T00:00:00Z,lewisham,58743,307.0
lewisham1995-10-01,1995-10-01T00:00:00Z,lewisham,58073,244.0
lewisham1995-11-01,1995-11-01T00:00:00Z,lewisham,58075,278.0
lewisham1995-12-01,1995-12-01T00:00:00Z,lewisham,57700,296.0
lewisham1996-01-01,1996-01-01T00:00:00Z,lewisham,57838,250.0
lewisham1996-02-01,1996-02-01T00:00:00Z,lewisham,58274,242.0
lewisham1996-03-01,1996-03-01T00:00:00Z,lewisham,58483,321.0
lewisham1996-04-01,1996-04-01T00:00:00Z,lewisham,59520,305.0
lewisham1996-05-01,1996-05-01T00:00:00Z,lewisham,60173,345.0
lewisham1996-06-01,1996-06-01T00:00:00Z,lewisham,60284,341.0
lewisham1996-07-01,1996-07-01T00:00:00Z,lewisham,60187,380.0
lewisham1996-08-01,1996-08-01T00:00:00Z,lewisham,59695,372.0
lewisham1996-09-01,1996-09-01T00:00:00Z,lewisham,60733,334.0
lewisham1996-10-01,1996-10-01T00:00:00Z,lewisham,60855,395.0
lewisham1996-11-01,1996-11-01T00:00:00Z,lewisham,61187,429.0
lewisham1996-12-01,1996-12-01T00:00:00Z,lewisham,61411,420.0
lewisham1997-01-01,1997-01-01T00:00:00Z,lewisham,61488,315.0
lewisham1997-02-01,1997-02-01T00:00:00Z,lewisham,62432,306.0
lewisham1997-03-01,1997-03-01T00:00:00Z,lewisham,63214,390.0
lewisham1997-04-01,1997-04-01T00:00:00Z,lewisham,63627,348.0
lewisham1997-05-01,1997-05-01T00:00:00Z,lewisham,64257,410.0
lewisham1997-06-01,1997-06-01T00:00:00Z,lewisham,64964,450.0
lewisham1997-07-01,1997-07-01T00:00:00Z,lewisham,66950,549.0
lewisham1997-08-01,1997-08-01T00:00:00Z,lewisham,68313,479.0
lewisham1997-09-01,1997-09-01T00:00:00Z,lewisham,68944,437.0
lewisham1997-10-01,1997-10-01T00:00:00Z,lewisham,69318,478.0
lewisham1997-11-01,1997-11-01T00:00:00Z,lewisham,69405,413.0
lewisham1997-12-01,1997-12-01T00:00:00Z,lewisham,70897,420.0
lewisham1998-01-01,1998-01-01T00:00:00Z,lewisham,72382,322.0
lewisham1998-02-01,1998-02-01T00:00:00Z,lewisham,73373,340.0
lewisham1998-03-01,1998-03-01T00:00:00Z,lewisham,73598,378.0
lewisham1998-04-01,1998-04-01T00:00:00Z,lewisham,74803,388.0
lewisham1998-05-01,1998-05-01T00:00:00Z,lewisham,75874,422.0
lewisham1998-06-01,1998-06-01T00:00:00Z,lewisham,76541,388.0
lewisham1998-07-01,1998-07-01T00:00:00Z,lewisham,77548,479.0
lewisham1998-08-01,1998-08-01T00:00:00Z,lewisham,77655,402.0
lewisham1998-09-01,1998-09-01T00:00:00Z,lewisham,78308,460.0
lewisham1998-10-01,1998-10-01T00:00:00Z,lewisham,75821,433.0
lewisham1998-11-01,1998-11-01T00:00:00Z,lewisham,75228,397.0
lewisham1998-12-01,1998-12-01T00:00:00Z,lewisham,75339,437.0
lewisham1999-01-01,1999-01-01T00:00:00Z,lewisham,77528,283.0
lewisham1999-02-01,1999-02-01T00:00:00Z,lewisham,79267,339.0
lewisham1999-03-01,1999-03-01T00:00:00Z,lewisham,79579,385.0
lewisham1999-04-01,1999-04-01T00:00:00Z,lewisham,80440,400.0
lewisham1999-05-01,1999-05-01T00:00:00Z,lewisham,81887,410.0
lewisham1999-06-01,1999-06-01T00:00:00Z,lewisham,84096,471.0
lewisham1999-07-01,1999-07-01T00:00:00Z,lewisham,84693,614.0
lewisham1999-08-01,1999-08-01T00:00:00Z,lewisham,86544,555.0
lewisham1999-09-01,1999-09-01T00:00:00Z,lewisham,87576,545.0
lewisham1999-10-01,1999-10-01T00:00:00Z,lewisham,90084,543.0
lewisham1999-11-01,1999-11-01T00:00:00Z,lewisham,91595,520.0
lewisham1999-12-01,1999-12-01T00:00:00Z,lewisham,93053,467.0
lewisham2000-01-01,2000-01-01T00:00:00Z,lewisham,95725,380.0
lewisham2000-02-01,2000-02-01T00:00:00Z,lewisham,98810,421.0
lewisham2000-03-01,2000-03-01T00:00:00Z,lewisham,101880,541.0
