tipo_establecimiento,tipo_titularidad,direccion_completa,municipio_nombre,direccion_via_codigo,direccion_via_nombre,direccion_portal_numero,direccion_codigo_postal,direccion_coordenada_x,direccion_coordenada_y,codigo_dea
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-555"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-556"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-557"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-558"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-524"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-525"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-369"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-370"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-371"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-372"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-376"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-366"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-367"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-368"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-406"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-491"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-387"
Otros,Privada,"Madrid, Calle, de Mauricio Legendre, 16, 28046",Madrid,Calle,de Mauricio Legendre,16,28046,441874,4480358,"2019-2644"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-389"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-478"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-479"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-365"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-390"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-391"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-392"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-393"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-424"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-425"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-426"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-501"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-475"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-476"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-477"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-394"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-395"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-397"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-398"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-399"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-405"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-412"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-413"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-414"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-415"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-416"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-422"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-401"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-377"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-380"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-378"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-379"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-407"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-404"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-470"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-472"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-474"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-384"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-385"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-386"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-396"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-400"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-402"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-423"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-383"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-502"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-445"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-446"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-447"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-448"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-388"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-420"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-421"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-467"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-485"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-480"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-481"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-482"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-483"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-484"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-486"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-487"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-488"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-549"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-489"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-490"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-460"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-459"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-551"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-374"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-375"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-503"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-533"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-409"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-523"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-532"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-531"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-428"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-429"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-430"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-431"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-432"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-433"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-434"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-504"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-505"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-506"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-507"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-508"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-509"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-510"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-511"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-512"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-513"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-561"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-411"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-530"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-534"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-535"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-536"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-537"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-538"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-453"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-520"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-521"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-522"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-454"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-455"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-456"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-499"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-500"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-417"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-418"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-419"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-526"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-528"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-529"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-540"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-541"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-542"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-546"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-547"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-790"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-552"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-559"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-562"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-563"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-548"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-560"
Otros,Pública,"Madrid, Calle, de Mauricio Legendre, 42, 28046",Madrid,Calle,de Mauricio Legendre,42,28046,442158,4481299,"2020-469"
