codigo_dea,tipo_establecimiento,tipo_titularidad,direccion_completa,direccion_via_codigo,direccion_via_nombre,direccion_portal_numero,direccion_codigo_postal,municipio_nombre,direccion_coordenada_x,direccion_coordenada_y
2019-397,Centro educativo,Privada,Calle del Mar de Coral 3 28033 Madrid,Calle,del Mar de Coral,3,28033,Madrid,445680,4480738.0
2019-621,Establecimiento dependiente de una Administración Pública,Pública,Calle del Mar de las Antillas 8 28033 Madrid,Calle,del Mar de las Antillas,8,28033,Madrid,445205,4480702.0
2019-653,Establecimiento dependiente de una Administración Pública,Pública,Calle del Mar de las Antillas 8 28033 Madrid,Calle,del Mar de las Antillas,8,28033,Madrid,445204,4480697.0
2019-566,Establecimiento dependiente de una Administración Pública,Pública,Calle del Mar de las Antillas 10 28033 Madrid,Calle,del Mar de las Antillas,10,28033,Madrid,467329,4459275.0
2019-168,Centro educativo,Privada,Calle de Marcenado 50 28002 Madrid,Calle,de Marcenado,50,28002,Madrid,442879,4477931.0
2017-424,Otros,Privada,Calle de María de Molina 54 28006 Madrid,Calle,de María de Molina,54,28006,Madrid,442334,4476522.0
2018-1621,Otros,Privada,Calle de María de Molina 54 28006 Madrid,Calle,de María de Molina,54,28006,Madrid,442335,4476518.0
2018-2459,Centro educativo,Privada,Calle de María de Molina 41 28006 Madrid,Calle,de María de Molina,41,28006,Madrid,442450,4476532.0
2018-3016,Otros,Privada,Calle de María de Molina 37 28006 Madrid,Calle,de María de Molina,37,28006,Madrid,442287,4476573.0
2020-868,Centro de trabajo con más de 250 trabajadores,Privada,Calle de María de Molina 40 28006 Madrid,Calle,de María de Molina,40,28006,Madrid,442100,4476534.0
2021-745,Centro de trabajo con más de 250 trabajadores,Privada,Calle de María de Molina 4 28006 Madrid,Calle,de María de Molina,4,28006,Madrid,441571,4476567.0
2021-746,Centro de trabajo con más de 250 trabajadores,Privada,Calle de María de Molina 6 28006 Madrid,Calle,de María de Molina,6,28006,Madrid,441610,4476565.0
2023-516,Centro de trabajo con más de 250 trabajadores,Privada,Calle de María de Molina 40 28006 Madrid,Calle,de María de Molina,40,28006,Madrid,442099,4476535.0
2024-516,Otros,Privada,Calle de María de Molina 4 28006 Madrid,Calle,de María de Molina,4,28006,Madrid,441570,4476572.0
2024-853,Otros,Privada,Calle de María de Molina 46 28006 Madrid,Calle,de María de Molina,46,28006,Madrid,442159,4476532.0
2018-3072,Instalaciones de transporte,Pública,Plaza de la República Argentina 8 28002 Madrid,Plaza,de la República Argentina,8,28002,Madrid,441920,4477382.0
2021-470,Otros,Privada,Plaza de la República Argentina 6 28002 Madrid,Plaza,de la República Argentina,6,28002,Madrid,441899,4477458.0
2018-2123,Centro educativo,Privada,Calle de Repullés y Vargas 11 28011 Madrid,Calle,de Repullés y Vargas,11,28011,Madrid,437714,4473503.0
2018-3169,Otros,Privada,Calle de la Resina 5 28021 Madrid,Calle,de la Resina,5,28021,Madrid,440951,4465087.0
2018-3077,Instalaciones de transporte,Pública,Calle del Retablo de Melisendra 1 28034 Madrid,Calle,del Retablo de Melisendra,1,28034,Madrid,441541,4479815.0
2021-285,Instalaciones de transporte,Pública,Calle del Retablo de Melisendra 0 28034 Madrid,Calle,del Retablo de Melisendra,0,28034,Madrid,441180,4483777.0
2018-78,Otros,Privada,Calle de la Retama 7 28045 Madrid,Calle,de la Retama,7,28045,Madrid,442622,4471678.0
2019-930,Centro de trabajo con más de 250 trabajadores,Privada,Calle de la Retama 8 28045 Madrid,Calle,de la Retama,8,28045,Madrid,442633,4471757.0
2017-220,Centro de trabajo con más de 250 trabajadores,Privada,Calle de la Retama 1 28045 Madrid,Calle,de la Retama,1,28045,Madrid,442741,4471792.0
2017-221,Centro de trabajo con más de 250 trabajadores,Privada,Calle de la Retama 1 28045 Madrid,Calle,de la Retama,1,28045,Madrid,442741,4471792.0
2017-222,Centro de trabajo con más de 250 trabajadores,Privada,Calle de la Retama 1 28045 Madrid,Calle,de la Retama,1,28045,Madrid,442741,4471792.0
2024-221,Otros,Privada,Calle de la Retama 7 28045 Madrid,Calle,de la Retama,7,28045,Madrid,442611,4471671.0
2024-96,Centro de trabajo con más de 250 trabajadores,Privada,Paseo del Rey 32 28008 Madrid,Paseo,del Rey,32,28008,Madrid,438758,4475154.0
2024-95,Centro de trabajo con más de 250 trabajadores,Privada,Paseo del Rey 30 28008 Madrid,Paseo,del Rey,30,28008,Madrid,438818,4475084.0
2020-876,Centro educativo,Privada,Calle del Rey Francisco 4 28008 Madrid,Calle,del Rey Francisco,4,28008,Madrid,439323,4475512.0
2019-2703,Establecimiento dependiente de una Administración Pública,Pública,Avda de los Reyes Católicos 6 28040 Madrid,Avda,de los Reyes Católicos,6,28040,Madrid,438767,4476623.0
2019-407,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Prim 3 28004 Madrid,Calle,de Prim,3,28004,Madrid,440812,4474062.0
2021-302,Establecimiento dependiente de una Administración Pública,Pública,Calle de Prim 10 28004 Madrid,Calle,de Prim,10,28004,Madrid,441197,4474787.0
2021-254,Establecimiento dependiente de una Administración Pública,Pública,Calle de Prim 10 28004 Madrid,Calle,de Prim,10,28004,Madrid,441197,4474787.0
2021-234,Establecimiento dependiente de una Administración Pública,Pública,Calle de Prim 10 28004 Madrid,Calle,de Prim,10,28004,Madrid,441197,4474787.0
2021-256,Establecimiento dependiente de una Administración Pública,Pública,Calle de Prim 10 28004 Madrid,Calle,de Prim,10,28004,Madrid,441197,4474787.0
2021-257,Establecimiento dependiente de una Administración Pública,Pública,Calle de Prim 10 28004 Madrid,Calle,de Prim,10,28004,Madrid,441197,4474787.0
2021-258,Establecimiento dependiente de una Administración Pública,Pública,Calle de Prim 10 28004 Madrid,Calle,de Prim,10,28004,Madrid,441197,4474787.0
2021-259,Establecimiento dependiente de una Administración Pública,Pública,Calle de Prim 10 28004 Madrid,Calle,de Prim,10,28004,Madrid,441197,4474787.0
2021-235,Establecimiento dependiente de una Administración Pública,Pública,Calle de Prim 10 28004 Madrid,Calle,de Prim,10,28004,Madrid,441197,4474787.0
2021-236,Establecimiento dependiente de una Administración Pública,Pública,Calle de Prim 10 28004 Madrid,Calle,de Prim,10,28004,Madrid,441197,4474787.0
2021-237,Establecimiento dependiente de una Administración Pública,Pública,Calle de Prim 10 28004 Madrid,Calle,de Prim,10,28004,Madrid,441197,4474787.0
2021-301,Establecimiento dependiente de una Administración Pública,Pública,Calle de Prim 10 28004 Madrid,Calle,de Prim,10,28004,Madrid,441197,4474787.0
2023-518,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Prim 19 28004 Madrid,Calle,de Prim,19,28004,Madrid,441202,4474824.0
2018-141,Otros,Privada,Calle de la Princesa 23 28008 Madrid,Calle,de la Princesa,23,28008,Madrid,439453,4475376.0
2018-142,Otros,Privada,Calle de la Princesa 23 28008 Madrid,Calle,de la Princesa,23,28008,Madrid,439453,4475376.0
2018-143,Otros,Privada,Calle de la Princesa 23 28008 Madrid,Calle,de la Princesa,23,28008,Madrid,439453,4475376.0
2018-144,Otros,Privada,Calle de la Princesa 23 28008 Madrid,Calle,de la Princesa,23,28008,Madrid,439453,4475376.0
2018-2786,Instalaciones de transporte,Pública,Calle de la Princesa 56 28008 Madrid,Calle,de la Princesa,56,28008,Madrid,439275,4475767.0
2018-2944,Instalaciones de transporte,Pública,Calle de la Princesa 23 28008 Madrid,Calle,de la Princesa,23,28008,Madrid,439456,4475391.0
2018-2830,Instalaciones de transporte,Pública,Calle de la Princesa 56 28008 Madrid,Calle,de la Princesa,56,28008,Madrid,439275,4475767.0
2019-98,Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,Calle de la Princesa 47 28008 Madrid,Calle,de la Princesa,47,28008,Madrid,439256,4475738.0
2019-2420,Otros,Privada,Calle de la Princesa 25 28008 Madrid,Calle,de la Princesa,25,28008,Madrid,439435,4475409.0
2019-2421,Establecimiento dependiente de una Administración Pública,Pública,Calle de la Princesa 5 28008 Madrid,Calle,de la Princesa,5,28008,Madrid,439520,4475224.0
2019-94,Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,Calle de la Princesa 56 28008 Madrid,Calle,de la Princesa,56,28008,Madrid,439298,4475744.0
2019-85,Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,Calle de la Princesa 47 28008 Madrid,Calle,de la Princesa,47,28008,Madrid,439253,4475736.0
2019-93,Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,Calle de la Princesa 56 28008 Madrid,Calle,de la Princesa,56,28008,Madrid,439298,4475744.0
2020-267,Otros,Privada,Calle de la Princesa 20 28008 Madrid,Calle,de la Princesa,20,28008,Madrid,439546,4475459.0
2020-177,Instalaciones de transporte,Pública,Calle de la Princesa 56 28008 Madrid,Calle,de la Princesa,56,28008,Madrid,439275,4475767.0
2020-772,Centro de trabajo con más de 250 trabajadores,Privada,Calle de la Princesa 5 28008 Madrid,Calle,de la Princesa,5,28008,Madrid,439532,4475190.0
2021-681,Establecimiento dependiente de una Administración Pública,Pública,Calle de la Princesa 3 28008 Madrid,Calle,de la Princesa,3,28008,Madrid,439558,4475173.0
2022-146,Otros,Privada,Calle de la Princesa 2 28008 Madrid,Calle,de la Princesa,2,28008,Madrid,439587,4475113.0
2018-2843,Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,Calle de la Princesa 3 28008 Madrid,Calle,de la Princesa,3,28008,Madrid,439518,4475152.0
2023-807,Establecimiento hotelero con más de 100 plazas,Privada,Calle de la Princesa 27 28008 Madrid,Calle,de la Princesa,27,28008,Madrid,439416,4475445.0
2023-808,Establecimiento hotelero con más de 100 plazas,Privada,Calle de la Princesa 27 28008 Madrid,Calle,de la Princesa,27,28008,Madrid,439416,4475445.0
2023-809,Establecimiento hotelero con más de 100 plazas,Privada,Calle de la Princesa 27 28008 Madrid,Calle,de la Princesa,27,28008,Madrid,439416,4475445.0
2024-60,Establecimiento dependiente de una Administración Pública,Pública,Calle de la Princesa 32 28008 Madrid,Calle,de la Princesa,32,28008,Madrid,439412,4475533.0
2021-684,Establecimiento dependiente de una Administración Pública,Pública,Calle de la Princesa 3 28008 Madrid,Calle,de la Princesa,3,28008,Madrid,439557,4475173.0
2021-685,Establecimiento dependiente de una Administración Pública,Pública,Calle de la Princesa 5 28008 Madrid,Calle,de la Princesa,5,28008,Madrid,439531,4475192.0
2021-683,Establecimiento dependiente de una Administración Pública,Pública,Calle de la Princesa 3 28008 Madrid,Calle,de la Princesa,3,28008,Madrid,439569,4475241.0
2021-680,Establecimiento dependiente de una Administración Pública,Pública,Calle de la Princesa 3 28008 Madrid,Calle,de la Princesa,3,28008,Madrid,439569,4475241.0
2024-720,Otros,Privada,Calle de la Princesa 31 28008 Madrid,Calle,de la Princesa,31,28008,Madrid,439379,4475509.0
2021-682,Establecimiento dependiente de una Administración Pública,Pública,Calle de la Princesa 3 28008 Madrid,Calle,de la Princesa,3,28008,Madrid,439557,4475173.0
2021-679,Establecimiento dependiente de una Administración Pública,Pública,Calle de la Princesa 3 28008 Madrid,Calle,de la Princesa,3,28008,Madrid,439558,4475173.0
2018-2244,Establecimiento dependiente de una Administración Pública,Pública,Avda de la Princesa Juana de Austria 1 28054 Madrid,Avda,de la Princesa Juana de Austria,1,28054,Madrid,437246,4457597.0
2022-1030,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,Avda de la Princesa Juana de Austria 2 28026 Madrid,Avda,de la Princesa Juana de Austria,2,28026,Madrid,438829,4469304.0
2019-1307,Establecimiento dependiente de una Administración Pública,Pública,Avda Principal 6 28011 Madrid,Avda,Principal,6,28011,Madrid,437195,4473907.0
2022-1081,Establecimiento público con aforo igual o superior a 2000 personas,Pública,Avda Principal 8 28011 Madrid,Avda,Principal,8,28011,Madrid,437177,4473980.0
2019-2904,Establecimiento público con aforo igual o superior a 2000 personas,Privada,Calle Principal de Provincias 20 28011 Madrid,Calle,Principal de Provincias,20,28011,Madrid,437374,4473754.0
2019-2905,Establecimiento público con aforo igual o superior a 2000 personas,Privada,Calle Principal de Provincias 16 28011 Madrid,Calle,Principal de Provincias,16,28011,Madrid,437374,4473754.0
2020-196,Otros,Privada,Calle Principal de Provincias 21 28011 Madrid,Calle,Principal de Provincias,21,28011,Madrid,437869,4473717.0
2021-260,Otros,Pública,Calle del Príncipe 14 28012 Madrid,Calle,del Príncipe,14,28012,Madrid,440575,4474122.0
2022-1046,Establecimiento público con aforo igual o superior a 2000 personas,Pública,Calle del Príncipe 25 28012 Madrid,Calle,del Príncipe,25,28012,Madrid,440585,4474020.0
2018-1302,Centro de trabajo con más de 250 trabajadores,Privada,Calle del Príncipe de Vergara 135 28002 Madrid,Calle,del Príncipe de Vergara,135,28002,Madrid,442442,4477250.0
2018-1304,Centro de trabajo con más de 250 trabajadores,Privada,Calle del Príncipe de Vergara 135 28002 Madrid,Calle,del Príncipe de Vergara,135,28002,Madrid,442442,4477250.0
2018-1447,Centro de trabajo con más de 250 trabajadores,Privada,Calle del Príncipe de Vergara 187 28002 Madrid,Calle,del Príncipe de Vergara,187,28002,Madrid,442483,4477638.0
2018-1448,Centro de trabajo con más de 250 trabajadores,Privada,Calle del Príncipe de Vergara 187 28002 Madrid,Calle,del Príncipe de Vergara,187,28002,Madrid,442482,4477686.0
2018-1449,Centro de trabajo con más de 250 trabajadores,Privada,Calle del Príncipe de Vergara 187 28002 Madrid,Calle,del Príncipe de Vergara,187,28002,Madrid,442483,4477638.0
2018-1305,Centro de trabajo con más de 250 trabajadores,Privada,Calle del Príncipe de Vergara 187 28002 Madrid,Calle,del Príncipe de Vergara,187,28002,Madrid,442483,4477638.0
2018-1388,Centro de trabajo con más de 250 trabajadores,Privada,Calle del Príncipe de Vergara 187 28002 Madrid,Calle,del Príncipe de Vergara,187,28002,Madrid,442483,4477638.0
2018-1795,Centro educativo,Privada,Calle del Príncipe de Vergara 248 28016 Madrid,Calle,del Príncipe de Vergara,248,28016,Madrid,442698,4478317.0
2018-1835,Establecimiento público con aforo igual o superior a 2000 personas,Pública,Calle del Príncipe de Vergara 146 28002 Madrid,Calle,del Príncipe de Vergara,146,28002,Madrid,442527,4477495.0
2018-2668,Otros,Privada,Calle del Príncipe de Vergara 132 28002 Madrid,Calle,del Príncipe de Vergara,132,28002,Madrid,442511,4477190.0
2018-3011,Centro educativo,Privada,Calle del Príncipe de Vergara 108 28002 Madrid,Calle,del Príncipe de Vergara,108,28002,Madrid,442455,4476693.0
2018-3012,Centro educativo,Privada,Calle del Príncipe de Vergara 156 28002 Madrid,Calle,del Príncipe de Vergara,156,28002,Madrid,442542,4477706.0
2019-152,Centro de trabajo con más de 250 trabajadores,Privada,Calle del Príncipe de Vergara 132 28002 Madrid,Calle,del Príncipe de Vergara,132,28002,Madrid,442512,4477190.0
2019-803,Otros,Privada,Calle del Príncipe de Vergara 248 28016 Madrid,Calle,del Príncipe de Vergara,248,28016,Madrid,442659,4478341.0
2019-531,Otros,Privada,Calle del Príncipe de Vergara 131 28002 Madrid,Calle,del Príncipe de Vergara,131,28002,Madrid,442427,4477115.0
2019-2795,Centro educativo,Privada,Calle del Príncipe de Vergara 42 28001 Madrid,Calle,del Príncipe de Vergara,42,28001,Madrid,442376,4475493.0
2019-896,Centro de trabajo con más de 250 trabajadores,Privada,Calle del Príncipe de Vergara 135 28002 Madrid,Calle,del Príncipe de Vergara,135,28002,Madrid,442442,4477250.0
2018-2883,Instalaciones de transporte,Pública,Calle del Príncipe de Vergara 128 28002 Madrid,Calle,del Príncipe de Vergara,128,28002,Madrid,442506,4477509.0
2018-2882,Instalaciones de transporte,Pública,Calle del Príncipe de Vergara 128 28002 Madrid,Calle,del Príncipe de Vergara,128,28002,Madrid,442506,4477509.0
2018-2694,Instalaciones de transporte,Pública,Calle del Príncipe de Vergara 261 28016 Madrid,Calle,del Príncipe de Vergara,261,28016,Madrid,442584,4478656.0
2018-2881,Instalaciones de transporte,Pública,Calle del Príncipe de Vergara 204 28002 Madrid,Calle,del Príncipe de Vergara,204,28002,Madrid,442535,4477873.0
2018-990,Centro de trabajo con más de 250 trabajadores,Privada,Calle del Príncipe de Vergara 125 28002 Madrid,Calle,del Príncipe de Vergara,125,28002,Madrid,442447,4477060.0
2018-2880,Instalaciones de transporte,Pública,Calle del Príncipe de Vergara 204 28002 Madrid,Calle,del Príncipe de Vergara,204,28002,Madrid,442535,4477873.0
2019-829,Centro de trabajo con más de 250 trabajadores,Privada,Calle del Príncipe de Vergara 125 28002 Madrid,Calle,del Príncipe de Vergara,125,28002,Madrid,442447,4477060.0
2018-988,Centro de trabajo con más de 250 trabajadores,Privada,Calle del Príncipe de Vergara 125 28002 Madrid,Calle,del Príncipe de Vergara,125,28002,Madrid,442447,4477060.0
2020-57,Establecimiento hotelero con más de 100 plazas,Privada,Calle del Príncipe de Vergara 92 28006 Madrid,Calle,del Príncipe de Vergara,92,28006,Madrid,442414,4476444.0
2019-2914,Otros,Privada,Calle del Príncipe de Vergara 38 28001 Madrid,Calle,del Príncipe de Vergara,38,28001,Madrid,442340,4475370.0
2021-780,Otros,Privada,Calle del Príncipe de Vergara 131 28002 Madrid,Calle,del Príncipe de Vergara,131,28002,Madrid,442424,4477114.0
2021-251,Establecimiento público con aforo igual o superior a 2000 personas,Pública,Calle del Príncipe de Vergara 146 28002 Madrid,Calle,del Príncipe de Vergara,146,28002,Madrid,442533,4477490.0
2021-252,Establecimiento público con aforo igual o superior a 2000 personas,Pública,Calle del Príncipe de Vergara 146 28002 Madrid,Calle,del Príncipe de Vergara,146,28002,Madrid,442533,4477490.0
2021-49,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,Calle del Príncipe de Vergara 113 28002 Madrid,Calle,del Príncipe de Vergara,113,28002,Madrid,442392,4476870.0
2023-484,Otros,Privada,Calle del Príncipe de Vergara 211 28002 Madrid,Calle,del Príncipe de Vergara,211,28002,Madrid,442515,4478046.0
2023-519,Centro de trabajo con más de 250 trabajadores,Privada,Calle del Príncipe de Vergara 132 28002 Madrid,Calle,del Príncipe de Vergara,132,28002,Madrid,442517,4477187.0
2023-935,Centro de trabajo con más de 250 trabajadores,Pública,Calle del Príncipe de Vergara 140 28002 Madrid,Calle,del Príncipe de Vergara,140,28002,Madrid,442498,4477330.0
2023-925,Establecimiento hotelero con más de 100 plazas,Privada,Calle del Príncipe de Vergara 87 28006 Madrid,Calle,del Príncipe de Vergara,87,28006,Madrid,442373,4476398.0
2023-611,Otros,Privada,Calle del Príncipe de Vergara 136 28002 Madrid,Calle,del Príncipe de Vergara,136,28002,Madrid,442489,4477251.0
2024-101,Establecimiento dependiente de una Administración Pública,Pública,Calle del Príncipe de Vergara 154 28002 Madrid,Calle,del Príncipe de Vergara,154,28002,Madrid,442545,4477714.0
2024-403,Otros,Privada,Calle del Príncipe de Vergara 112 28002 Madrid,Calle,del Príncipe de Vergara,112,28002,Madrid,422448,4476782.0
2024-584,Otros,Privada,Calle del Príncipe de Vergara 125 28002 Madrid,Calle,del Príncipe de Vergara,125,28002,Madrid,442420,4477062.0
2024-585,Otros,Privada,Calle del Príncipe de Vergara 125 28002 Madrid,Calle,del Príncipe de Vergara,125,28002,Madrid,442420,4477062.0
2024-520,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,Calle del Príncipe de Vergara 211 28002 Madrid,Calle,del Príncipe de Vergara,211,28002,Madrid,442515,4478046.0
2024-879,Centro educativo,Privada,Calle del Profesor Waksman 14 28036 Madrid,Calle,del Profesor Waksman,14,28036,Madrid,441712,4478577.0
2018-3002,Instalaciones de transporte,Pública,Plaza de la Prosperidad 5 28002 Madrid,Plaza,de la Prosperidad,5,28002,Madrid,442769,4477278.0
2019-2444,Centro educativo,Privada,Calle de la Puebla 20 28004 Madrid,Calle,de la Puebla,20,28004,Madrid,440315,4474894.0
2024-160,Centro educativo,Privada,Calle de Puebla de Sanabria 20 28021 Madrid,Calle,de Puebla de Sanabria,20,28021,Madrid,439821,4466897.0
2023-428,Otros,Privada,Calle del Valle de laciana 46 28034 Madrid,Calle,del Valle de laciana,46,28034,Madrid,440024,4482373.0
2018-3119,Instalaciones de transporte,Pública,Gta del Valle de Oro 2 28019 Madrid,Gta,del Valle de Oro,2,28019,Madrid,437937,4471126.0
2019-2620,Otros,Privada,Calle del Valle de Tobalina 58 28021 Madrid,Calle,del Valle de Tobalina,58,28021,Madrid,439653,4465806.0
2018-3090,Instalaciones de transporte,Pública,Calle del Valle de Tobalina 0 28021 Madrid,Calle,del Valle de Tobalina,0,28021,Madrid,439467,4465847.0
2022-1449,Otros,Privada,Calle del Valle de Toranzo 3 28023 Madrid,Calle,del Valle de Toranzo,3,28023,Madrid,432544,4480075.0
2021-707,Otros,Pública,Plaza Mister Lodge 3 28229 Villanueva del Pardillo,Plaza,Mister Lodge,3,28229,Villanueva del Pardillo,420315,4482463.0
2018-2,Establecimiento dependiente de una Administración Pública,Pública,Plaza Mayor 1 28229 Villanueva del Pardillo,Plaza,Mayor,1,28229,Villanueva del Pardillo,418267,4482655.0
2021-632,Establecimiento dependiente de una Administración Pública,Pública,Plaza Mayor 1 28229 Villanueva del Pardillo,Plaza,Mayor,1,28229,Villanueva del Pardillo,418267,4482656.0
2022-1424,Otros,Privada,Avda de la Circunvalación 4 28510 Campo Real,Avda,de la Circunvalación,4,28510,Campo Real,481062,4449432.0
2018-1213,Otros,Privada,Calle del General Lacy 23 28045 Madrid,Calle,del General Lacy,23,28045,Madrid,441417,4472533.0
2018-1212,Otros,Privada,Calle del General Lacy 23 28045 Madrid,Calle,del General Lacy,23,28045,Madrid,441395,4472548.0
2023-759,Centro de trabajo con más de 250 trabajadores,Privada,Calle del General Lacy 23 28045 Madrid,Calle,del General Lacy,23,28045,Madrid,441407,4472538.0
2019-844,Establecimiento dependiente de una Administración Pública,Pública,Calle del General Oraá 15 28006 Madrid,Calle,del General Oraá,15,28006,Madrid,441825,4476421.0
2018-66,Otros,Privada,Avda del General Perón 27 28020 Madrid,Avda,del General Perón,27,28020,Madrid,441126,4478303.0
2019-633,Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,Avda del General Perón 40 28020 Madrid,Avda,del General Perón,40,28020,Madrid,441332,4478121.0
2019-626,Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,Avda del General Perón 40 28020 Madrid,Avda,del General Perón,40,28020,Madrid,441331,4478127.0
2019-131,Centro de trabajo con más de 250 trabajadores,Pública,Avda del General Perón 40 28020 Madrid,Avda,del General Perón,40,28020,Madrid,441282,4478103.0
2019-972,Centro de trabajo con más de 250 trabajadores,Privada,Avda del General Perón 38 28020 Madrid,Avda,del General Perón,38,28020,Madrid,441236,4478149.0
2018-1346,Establecimiento dependiente de una Administración Pública,Pública,Avda del General Perón 38 28020 Madrid,Avda,del General Perón,38,28020,Madrid,441237,4478149.0
2020-839,Centro de trabajo con más de 250 trabajadores,Pública,Avda del General Perón 38 28020 Madrid,Avda,del General Perón,38,28020,Madrid,441239,4478147.0
2024-833,Establecimiento dependiente de una Administración Pública,Pública,Avda del General Perón 38 28020 Madrid,Avda,del General Perón,38,28020,Madrid,441236,4478149.0
2018-3088,Instalaciones de transporte,Pública,Calle del Maestro Ángel Llorca 17 28003 Madrid,Calle,del Maestro Ángel Llorca,17,28003,Madrid,439449,4477465.0
2018-3086,Instalaciones de transporte,Pública,Calle del Maestro Ángel Llorca 17 28003 Madrid,Calle,del Maestro Ángel Llorca,17,28003,Madrid,439449,4477465.0
2018-1321,Centro educativo,Privada,Calle de Blas Cabrera 50 28044 Madrid,Calle,de Blas Cabrera,50,28044,Madrid,434279,4469989.0
2022-198,Otros,Privada,Calle de Blas Cabrera 88 28044 Madrid,Calle,de Blas Cabrera,88,28044,Madrid,435086,4469978.0
2023-308,Centro educativo,Pública,Calle de Blas Cabrera 90 28044 Madrid,Calle,de Blas Cabrera,90,28044,Madrid,435306,4470219.0
2023-314,Centro educativo,Pública,Calle de Blas Cabrera 90 28044 Madrid,Calle,de Blas Cabrera,90,28044,Madrid,435306,4470219.0
2022-996,Otros,Privada,Calle de San Germán 10 28020 Madrid,Calle,de San Germán,10,28020,Madrid,441267,4478654.0
2024-264,Otros,Privada,Calle de San Germán 20 28020 Madrid,Calle,de San Germán,20,28020,Madrid,441239,4478870.0
2018-2757,Centro educativo,Privada,Calle del Genil 11 28002 Madrid,Calle,del Genil,11,28002,Madrid,442251,4477804.0
2019-2546,Centro educativo,Privada,Calle del Genil 13 28002 Madrid,Calle,del Genil,13,28002,Madrid,442262,4477840.0
2018-566,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Génova 6 28004 Madrid,Calle,de Génova,6,28004,Madrid,441029,4475401.0
2018-929,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Génova 27 28004 Madrid,Calle,de Génova,27,28004,Madrid,441296,4475271.0
2018-2705,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Génova 17 28004 Madrid,Calle,de Génova,17,28004,Madrid,441178,4475349.0
2018-2976,Instalaciones de transporte,Pública,Calle de Génova 29 28004 Madrid,Calle,de Génova,29,28004,Madrid,441328,4475240.0
2023-533,Otros,Privada,Calle de Génova 27 28004 Madrid,Calle,de Génova,27,28004,Madrid,441296,4475273.0
2021-597,Establecimiento dependiente de una Administración Pública,Pública,Calle de Génova 10 28004 Madrid,Calle,de Génova,10,28004,Madrid,441072,4475374.0
2018-2799,Instalaciones de transporte,Pública,Paseo de Ginebra 0 28022 Madrid,Paseo,de Ginebra,0,28022,Madrid,448791,4474982.0
2022-976,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,Paseo de Ginebra 51 28022 Madrid,Paseo,de Ginebra,51,28022,Madrid,449040,4474923.0
2018-890,Otros,Privada,Calle de Ginzo de Limia 55 28034 Madrid,Calle,de Ginzo de Limia,55,28034,Madrid,439905,4481807.0
2019-18,Instalaciones de transporte,Pública,Calle de Ginzo de Limia 0 28034 Madrid,Calle,de Ginzo de Limia,0,28034,Madrid,440089,4481690.0
2019-14,Instalaciones de transporte,Pública,Calle de Ginzo de Limia 2 28029 Madrid,Calle,de Ginzo de Limia,2,28029,Madrid,440329,4481043.0
2021-871,Establecimiento dependiente de una Administración Pública,Pública,Calle de Ginzo de Limia 66 28034 Madrid,Calle,de Ginzo de Limia,66,28034,Madrid,440064,4481772.0
2022-1259,Establecimiento dependiente de una Administración Pública,Pública,Calle de Ginzo de Limia 58 28029 Madrid,Calle,de Ginzo de Limia,58,28029,Madrid,440339,4481399.0
2024-771,Instalaciones de transporte,Pública,Calle de Ginzo de Limia 27 28029 Madrid,Calle,de Ginzo de Limia,27,28029,Madrid,440329,4481043.0
2024-201,Otros,Privada,Calle del Girasol 21 28044 Madrid,Calle,del Girasol,21,28044,Madrid,436317,4469035.0
2019-324,Centro educativo,Privada,Calle de Mariano Vela 35 28026 Madrid,Calle,de Mariano Vela,35,28026,Madrid,439702,4470671.0
2018-331,Establecimiento dependiente de una Administración Pública,Pública,Plaza de la Marina Española 9 28013 Madrid,Plaza,de la Marina Española,9,28013,Madrid,439560,4474692.0
2023-488,Otros,Privada,Calle del Mármol 5 28005 Madrid,Calle,del Mármol,5,28005,Madrid,438775,4472999.0
2018-2798,Instalaciones de transporte,Pública,Avda del Marqués de Corbera 56 28017 Madrid,Avda,del Marqués de Corbera,56,28017,Madrid,444788,4478275.0
2018-439,Establecimiento dependiente de una Administración Pública,Pública,Calle del Marqués de la Ensenada 8 28004 Madrid,Calle,del Marqués de la Ensenada,8,28004,Madrid,441224,4475066.0
2023-236,Centro de trabajo con más de 250 trabajadores,Pública,Calle del Marqués de la Ensenada 1 28004 Madrid,Calle,del Marqués de la Ensenada,1,28004,Madrid,441336,4475268.0
