distrito,barrio,calle,color,bateria_linea,num_plazas
05  CHAMARTÍN,05-06 CASTILLA,AVENIDA BURGOS,Verde,Línea,3
05  CHAMARTÍN,05-06 CASTILLA,AVENIDA BURGOS,Verde,Línea,4
05  CHAMARTÍN,05-06 CASTILLA,AVENIDA BURGOS,Verde,Batería,10
05  CHAMARTÍN,05-06 CASTILLA,AVENIDA BURGOS,Verde,Batería,6
05  CHAMARTÍN,05-06 CASTILLA,AVENIDA BURGOS,Verde,Batería,10
05  CHAMARTÍN,05-06 CASTILLA,AVENIDA BURGOS,Verde,Batería,17
05  CHAMARTÍN,05-06 CASTILLA,AVENIDA BURGOS,Verde,Línea,1
05  CHAMARTÍN,05-06 CASTILLA,AVENIDA BURGOS,Verde,Línea,2
05  CHAMARTÍN,05-06 CASTILLA,AVENIDA BURGOS,Verde,Batería,14
05  CHAMARTÍN,05-06 CASTILLA,AVENIDA BURGOS,Azul,Línea,4
05  CHAMARTÍN,05-06 CASTILLA,AVENIDA BURGOS,Verde,Línea,25
05  CHAMARTÍN,05-06 CASTILLA,AVENIDA BURGOS,Verde,Línea,4
05  CHAMARTÍN,05-06 CASTILLA,AVENIDA BURGOS,Verde,Línea,2
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE LOS CAIDOS DE LA DIVISION AZUL,3",Verde,Línea,4
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE LOS CAIDOS DE LA DIVISION AZUL,8",Verde,Línea,7
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE LOS CAIDOS DE LA DIVISION AZUL,9",Azul,Línea,9
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE LOS CAIDOS DE LA DIVISION AZUL,12",Verde,Línea,7
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE LOS CAIDOS DE LA DIVISION AZUL,15",Azul,Línea,5
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE LOS CAIDOS DE LA DIVISION AZUL,15",Azul,Línea,1
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE LOS CAIDOS DE LA DIVISION AZUL,15",Azul,Línea,1
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE LOS CAIDOS DE LA DIVISION AZUL,1 B",Verde,Línea,14
05  CHAMARTÍN,05-06 CASTILLA,CALLE DE LOS CAIDOS DE LA DIVISION AZUL,Azul,Línea,1
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CARDENAL MARCELO SPINOLA,2",Azul,Batería,6
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CARDENAL MARCELO SPINOLA,2",Azul,Batería,4
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CARDENAL MARCELO SPINOLA,4",Azul,Batería,1
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CARDENAL MARCELO SPINOLA,4",Azul,Batería,5
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CARDENAL MARCELO SPINOLA,4",Azul,Batería,4
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CARDENAL MARCELO SPINOLA,4",Azul,Batería,1
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CARDENAL MARCELO SPINOLA,4",Azul,Batería,1
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CARDENAL MARCELO SPINOLA,6",Azul,Batería,7
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CARDENAL MARCELO SPINOLA,6",Azul,Batería,6
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CARDENAL MARCELO SPINOLA,6",Azul,Batería,6
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CARDENAL MARCELO SPINOLA,8",Azul,Batería,8
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CARDENAL MARCELO SPINOLA,8",Azul,Batería,5
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CARDENAL MARCELO SPINOLA,10",Azul,Batería,5
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CARDENAL MARCELO SPINOLA,10",Azul,Batería,2
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CARDENAL MARCELO SPINOLA,10",Azul,Batería,4
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CARDENAL MARCELO SPINOLA,12",Azul,Batería,4
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CARDENAL MARCELO SPINOLA,12",Azul,Batería,8
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CARDENAL MARCELO SPINOLA,14",Azul,Batería,6
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CARDENAL MARCELO SPINOLA,14",Azul,Batería,6
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CARDENAL MARCELO SPINOLA,14",Azul,Batería,3
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CARDENAL MARCELO SPINOLA,32",Azul,Línea,1
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CARDENAL MARCELO SPINOLA,34",Azul,Línea,11
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CARDENAL MARCELO SPINOLA,42",Azul,Batería,2
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CARDENAL MARCELO SPINOLA,42",Azul,Batería,3
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CARDENAL MARCELO SPINOLA,42",Azul,Línea,3
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CARDENAL MARCELO SPINOLA,44",Azul,Línea,1
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CARDENAL MARCELO SPINOLA,54",Verde,Línea,4
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CARDENAL MARCELO SPINOLA,54",Verde,Línea,4
05  CHAMARTÍN,05-06 CASTILLA,CALLE DEL CARDENAL MARCELO SPINOLA,Azul,Línea,7
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE CARMEN SANCHEZ CARRASCOSA,5",Verde,Línea,5
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE CARMEN SANCHEZ CARRASCOSA,5",Verde,Línea,2
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE CARMEN SANCHEZ CARRASCOSA,5",Verde,Línea,5
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE CARMEN SANCHEZ CARRASCOSA,7",Verde,Línea,5
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE CARMEN SANCHEZ CARRASCOSA,7",Verde,Línea,5
05  CHAMARTÍN,05-06 CASTILLA,"PASEO CASTELLANA,238",Verde,Línea,2
05  CHAMARTÍN,05-06 CASTILLA,"PASEO CASTELLANA,238",Verde,Línea,3
05  CHAMARTÍN,05-06 CASTILLA,"PASEO CASTELLANA,238",Verde,Línea,3
05  CHAMARTÍN,05-06 CASTILLA,"PASEO CASTELLANA,242",Verde,Línea,4
05  CHAMARTÍN,05-06 CASTILLA,"PASEO CASTELLANA,242",Azul,Batería,27
05  CHAMARTÍN,05-06 CASTILLA,"PASEO CASTELLANA,246",Azul,Batería,12
05  CHAMARTÍN,05-06 CASTILLA,"PASEO CASTELLANA,248",Verde,Línea,19
05  CHAMARTÍN,05-06 CASTILLA,"PASEO CASTELLANA,248",Azul,Batería,6
05  CHAMARTÍN,05-06 CASTILLA,"PASEO CASTELLANA,260",Verde,Línea,6
05  CHAMARTÍN,05-06 CASTILLA,"PASEO CASTELLANA,286",Verde,Batería,2
05  CHAMARTÍN,05-06 CASTILLA,"PASEO CASTELLANA,286",Verde,Batería,17
05  CHAMARTÍN,05-06 CASTILLA,"PASEO CASTELLANA,288",Verde,Batería,15
05  CHAMARTÍN,05-06 CASTILLA,"PASEO CASTELLANA,288",Azul,Batería,15
05  CHAMARTÍN,05-06 CASTILLA,"PASEO CASTELLANA,288",Verde,Batería,8
05  CHAMARTÍN,05-06 CASTILLA,"PASEO CASTELLANA,292",Verde,Batería,8
05  CHAMARTÍN,05-06 CASTILLA,"PASEO CASTELLANA,292",Azul,Batería,1
05  CHAMARTÍN,05-06 CASTILLA,"PASEO CASTELLANA,292",Azul,Batería,10
05  CHAMARTÍN,05-06 CASTILLA,"PASEO CASTELLANA,292",Verde,Batería,1
05  CHAMARTÍN,05-06 CASTILLA,"PASEO CASTELLANA,292",Verde,Batería,8
05  CHAMARTÍN,05-06 CASTILLA,"PASEO CASTELLANA,296",Verde,Batería,4
05  CHAMARTÍN,05-06 CASTILLA,"PASEO CASTELLANA,296",Verde,Batería,11
05  CHAMARTÍN,05-06 CASTILLA,"PASEO CASTELLANA,298",Verde,Batería,4
05  CHAMARTÍN,05-06 CASTILLA,"PASEO CASTELLANA,298",Verde,Batería,2
05  CHAMARTÍN,05-06 CASTILLA,"PASEO CASTELLANA,298",Azul,Batería,11
05  CHAMARTÍN,05-06 CASTILLA,"PASEO CASTELLANA,300",Azul,Batería,2
05  CHAMARTÍN,05-06 CASTILLA,"PASEO CASTELLANA,300",Azul,Batería,14
05  CHAMARTÍN,05-06 CASTILLA,"PASEO CASTELLANA,300",Verde,Batería,1
05  CHAMARTÍN,05-06 CASTILLA,"PASEO CASTELLANA,300",Verde,Batería,19
05  CHAMARTÍN,05-06 CASTILLA,"PASEO CASTELLANA,302",Verde,Batería,8
05  CHAMARTÍN,05-06 CASTILLA,PASEO CASTELLANA,Azul,Batería,9
05  CHAMARTÍN,05-06 CASTILLA,PASEO CASTELLANA,Azul,Batería,13
05  CHAMARTÍN,05-06 CASTILLA,PASEO CASTELLANA,Azul,Batería,5
05  CHAMARTÍN,05-06 CASTILLA,PASEO CASTELLANA,Azul,Batería,1
05  CHAMARTÍN,05-06 CASTILLA,PASEO CASTELLANA,Azul,Batería,1
05  CHAMARTÍN,05-06 CASTILLA,PASEO CASTELLANA,Azul,Batería,2
05  CHAMARTÍN,05-06 CASTILLA,PASEO CASTELLANA,Azul,Batería,15
05  CHAMARTÍN,05-06 CASTILLA,PASEO CASTELLANA,Verde,Línea,3
05  CHAMARTÍN,05-06 CASTILLA,"PLAZA CIRCULAR,1",Verde,Batería,5
05  CHAMARTÍN,05-06 CASTILLA,"PLAZA CIRCULAR,2",Verde,Batería,6
05  CHAMARTÍN,05-06 CASTILLA,"PLAZA CIRCULAR,3",Verde,Batería,7
05  CHAMARTÍN,05-06 CASTILLA,PLAZA CIRCULAR,Verde,Batería,4
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CONDE DE TORRALBA,1",Verde,Línea,4
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CONDE DE TORRALBA,4",Verde,Línea,32
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CONDE DE TORRALBA,6",Verde,Línea,16
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CONDE DE TORRALBA,8",Azul,Línea,6
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CONDE DE TORRALBA,9",Azul,Línea,2
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CONDE DE TORRALBA,12",Verde,Línea,26
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CONDE DE TORRALBA,13",Verde,Línea,6
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CONDE DE TORRALBA,13",Azul,Línea,1
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CONDE DE TORRALBA,14",Verde,Línea,5
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CONDE DE TORRALBA,17",Verde,Línea,10
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CONDE DE TORRALBA,19",Verde,Línea,10
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL CONDE DE TORRALBA,21",Verde,Línea,7
05  CHAMARTÍN,05-06 CASTILLA,CALLE DEL CONDE DE TORRALBA,Verde,Línea,14
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE CONSUEGRA,1",Verde,Línea,1
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE CONSUEGRA,2",Verde,Batería,2
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE CONSUEGRA,3",Verde,Línea,3
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE CONSUEGRA,3",Verde,Batería,8
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE CONSUEGRA,5",Verde,Línea,1
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE CONSUEGRA,7",Verde,Línea,4
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE DANIEL VAZQUEZ DIAZ,2",Verde,Batería,1
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE DANIEL VAZQUEZ DIAZ,2",Verde,Batería,11
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE DANIEL VAZQUEZ DIAZ,2",Verde,Línea,7
05  CHAMARTÍN,05-06 CASTILLA,CALLE DE DANIEL VAZQUEZ DIAZ,Verde,Línea,5
05  CHAMARTÍN,05-06 CASTILLA,CALLE DE DANIEL VAZQUEZ DIAZ,Verde,Línea,5
05  CHAMARTÍN,05-06 CASTILLA,CALLE DE DANIEL VAZQUEZ DIAZ,Verde,Línea,12
05  CHAMARTÍN,05-06 CASTILLA,CALLE DEL DOCTOR HUERTAS,Verde,Línea,4
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE DOLORES SANCHEZ CARRASCOSA,1",Verde,Línea,2
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE DOLORES SANCHEZ CARRASCOSA,3",Verde,Línea,5
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE DOLORES SANCHEZ CARRASCOSA,3",Verde,Línea,5
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE DOLORES SANCHEZ CARRASCOSA,7",Verde,Línea,2
05  CHAMARTÍN,05-06 CASTILLA,"PLAZA DUQUE DE PASTRANA,1",Verde,Línea,5
05  CHAMARTÍN,05-06 CASTILLA,"PLAZA DUQUE DE PASTRANA,3",Verde,Línea,1
05  CHAMARTÍN,05-06 CASTILLA,"PLAZA DUQUE DE PASTRANA,7",Verde,Batería,4
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE ENRIQUE LARRETA,1",Verde,Línea,4
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE ENRIQUE LARRETA,1",Azul,Línea,11
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE ENRIQUE LARRETA,1",Verde,Línea,3
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE ENRIQUE LARRETA,3",Azul,Línea,1
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE ENRIQUE LARRETA,4",Azul,Línea,10
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE ENRIQUE LARRETA,5",Verde,Línea,5
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE ENRIQUE LARRETA,9",Verde,Línea,12
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE ENRIQUE LARRETA,10",Azul,Línea,1
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE ENRIQUE LARRETA,10",Azul,Línea,1
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE ENRIQUE LARRETA,12",Verde,Línea,2
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE ENRIQUE LARRETA,12",Azul,Línea,1
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE ENRIQUE LARRETA,14",Azul,Línea,3
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE ESTEBAN TERRADAS,1",Verde,Línea,4
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE ESTEBAN TERRADAS,1",Verde,Línea,2
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE ESTEBAN TERRADAS,3",Verde,Línea,4
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE ESTEBAN TERRADAS,3",Verde,Línea,1
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE ESTEBAN TERRADAS,5",Verde,Línea,10
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE ESTEBAN TERRADAS,6",Verde,Línea,3
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE ESTEBAN TERRADAS,8",Verde,Línea,8
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE ESTEBAN TERRADAS,9",Verde,Línea,7
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE LA HIEDRA,2:00 AM",Verde,Línea,2
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE LA HIEDRA,4",Verde,Línea,21
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE LA HIEDRA,8",Verde,Línea,4
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE LA HIEDRA,14",Verde,Línea,23
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE LA HIEDRA,30",Verde,Línea,7
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE LA HIEDRA,2 B",Verde,Línea,1
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE LA HIEDRA,2 C",Verde,Línea,1
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE LA HIEDRA,2 D",Verde,Línea,1
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE LA HIEDRA,2 E",Verde,Línea,1
05  CHAMARTÍN,05-06 CASTILLA,"PLAZA INFANCIA,2",Verde,Línea,6
05  CHAMARTÍN,05-06 CASTILLA,"PLAZA INFANCIA,4",Verde,Batería,2
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE JOSE BARDASANO BAOS,4",Verde,Línea,9
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE JOSE BARDASANO BAOS,5",Verde,Batería,13
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE JOSE BARDASANO BAOS,6",Azul,Línea,1
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE JOSE BARDASANO BAOS,6",Azul,Línea,16
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE JOSE BARDASANO BAOS,9",Azul,Línea,2
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE JOSE BARDASANO BAOS,9",Azul,Línea,2
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE JOSE BARDASANO BAOS,9",Azul,Línea,5
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE JOSE BARDASANO BAOS,10",Azul,Línea,8
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE JOSE VASCONCELOS,2",Verde,Línea,1
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE JOSE VASCONCELOS,2",Verde,Línea,1
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE JOSE VASCONCELOS,2",Verde,Línea,5
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE JOSE VASCONCELOS,4",Verde,Línea,6
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE JOSE VASCONCELOS,4",Verde,Línea,3
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE JOSE VASCONCELOS,4",Verde,Línea,5
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE JOSE VASCONCELOS,6",Verde,Línea,7
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE JOSE VASCONCELOS,8",Verde,Línea,10
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE JOSE VASCONCELOS,9",Verde,Línea,11
05  CHAMARTÍN,05-06 CASTILLA,CALLE DE JOSE VASCONCELOS,Verde,Línea,2
05  CHAMARTÍN,05-06 CASTILLA,CALLE DE JOSE VASCONCELOS,Verde,Línea,2
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL LEVANTE,5",Verde,Línea,4
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL LEVANTE,24",Verde,Línea,32
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL LEVANTE,29",Verde,Línea,1
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL LEVANTE,40",Verde,Línea,1
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL LEVANTE,40",Verde,Línea,3
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL LEVANTE,40",Verde,Batería,8
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL LEVANTE,40",Verde,Línea,2
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MANUEL CALDEIRO,1",Azul,Batería,5
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MANUEL CALDEIRO,1",Verde,Línea,2
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MANUEL CALDEIRO,1",Verde,Línea,2
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MANUEL CALDEIRO,1",Verde,Línea,1
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MANUEL CALDEIRO,2",Verde,Línea,5
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MANUEL CALDEIRO,2",Azul,Batería,19
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MANUEL CALDEIRO,4",Azul,Línea,1
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MANUEL CALDEIRO,18",Azul,Línea,5
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MANUEL CALDEIRO,18",Verde,Línea,2
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MANUEL CALDEIRO,18",Verde,Línea,2
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MANUEL FERRERO,1",Verde,Línea,3
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MANUEL FERRERO,1",Verde,Línea,2
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MANUEL FERRERO,2",Verde,Línea,1
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MANUEL FERRERO,3",Verde,Línea,8
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MANUEL FERRERO,5",Verde,Línea,6
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MANUEL FERRERO,7",Verde,Línea,3
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MANUEL FERRERO,9",Verde,Línea,4
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MANUEL FERRERO,12",Verde,Línea,22
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MANUEL FERRERO,13",Verde,Línea,2
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MANUEL FERRERO,13",Verde,Línea,10
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MANUEL FERRERO,15",Verde,Línea,3
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MANUEL FERRERO,19",Verde,Línea,1
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MANUEL FERRERO,36",Verde,Línea,2
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL MARQUES DE TORRELAGUNA,6",Verde,Línea,4
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL MARQUES DE TORRELAGUNA,6",Verde,Línea,2
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL MARQUES DE TORRELAGUNA,8",Verde,Batería,21
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DEL MARQUES DE TORRELAGUNA,8",Verde,Batería,22
05  CHAMARTÍN,05-06 CASTILLA,CALLE DEL MARQUES DE TORRELAGUNA,Verde,Línea,3
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MATEO INURRIA,6",Azul,Línea,3
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MATEO INURRIA,7",Verde,Línea,4
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MATEO INURRIA,7",Verde,Línea,1
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MATEO INURRIA,9",Verde,Línea,2
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MATEO INURRIA,10",Azul,Línea,3
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MATEO INURRIA,11",Verde,Línea,2
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MATEO INURRIA,13",Verde,Línea,1
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MATEO INURRIA,13",Verde,Línea,2
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MATEO INURRIA,14",Azul,Línea,3
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MATEO INURRIA,15",Azul,Línea,1
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MATEO INURRIA,15",Azul,Línea,2
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MATEO INURRIA,15",Azul,Línea,3
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MATEO INURRIA,19",Azul,Línea,4
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MATEO INURRIA,20",Azul,Línea,4
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MATEO INURRIA,21",Azul,Línea,8
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MATEO INURRIA,25",Azul,Línea,8
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MATEO INURRIA,27",Azul,Línea,2
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MATEO INURRIA,29",Verde,Línea,4
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MATEO INURRIA,33",Verde,Línea,2
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MATEO INURRIA,35",Verde,Línea,2
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MATEO INURRIA,37",Verde,Línea,13
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MATEO INURRIA,23 A",Azul,Línea,2
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MAURICIO LEGENDRE,1",Verde,Línea,3
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MAURICIO LEGENDRE,2",Verde,Línea,3
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MAURICIO LEGENDRE,2",Verde,Línea,1
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MAURICIO LEGENDRE,4",Verde,Línea,14
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MAURICIO LEGENDRE,4",Verde,Línea,6
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MAURICIO LEGENDRE,5",Verde,Línea,1
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MAURICIO LEGENDRE,6",Verde,Línea,2
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MAURICIO LEGENDRE,6",Verde,Línea,3
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MAURICIO LEGENDRE,7",Verde,Línea,8
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MAURICIO LEGENDRE,7",Verde,Línea,3
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MAURICIO LEGENDRE,9",Verde,Línea,4
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MAURICIO LEGENDRE,9",Azul,Batería,5
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MAURICIO LEGENDRE,10",Verde,Línea,6
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MAURICIO LEGENDRE,10",Verde,Línea,10
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MAURICIO LEGENDRE,11",Verde,Línea,4
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MAURICIO LEGENDRE,11",Azul,Batería,24
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MAURICIO LEGENDRE,11",Verde,Línea,5
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MAURICIO LEGENDRE,13",Verde,Línea,1
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MAURICIO LEGENDRE,13",Verde,Línea,2
05  CHAMARTÍN,05-06 CASTILLA,"CALLE DE MAURICIO LEGENDRE,13",Verde,Línea,2
