ID,DISTRITO,same_as_wikidata_distrito,COD-BARRIO,COD-DISTRITO,BARRIO,same_as_wikidata_barrio,VIA,NUMERO,L-B,PLAZAS
C-3809,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-02,09,Argüelles,https://wikidata.org/entity/Q64874,CALLE  DEL TUTOR,22,Línea,"1"
C-3810,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-02,09,Argüelles,https://wikidata.org/entity/Q64874,CALLE  DEL TUTOR,38,Batería,"1"
C-3811,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-02,09,Argüelles,https://wikidata.org/entity/Q64874,CALLE  DEL TUTOR,44,Línea,"1"
C-3812,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-02,09,Argüelles,https://wikidata.org/entity/Q64874,CALLE  DEL TUTOR,48,Línea,"1"
C-3813,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-02,09,Argüelles,https://wikidata.org/entity/Q64874,CALLE  DEL TUTOR,70,Línea,"2"
C-3814,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DE VALDERREY,1,Línea,"2"
C-3815,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DE VALDERREY,22,Batería,"1"
C-3816,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DE VALDERREY,28,Línea,"1"
C-3817,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DE VALDERREY,29,Batería,"1"
C-3818,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DE VALDERREY,35,Batería,"2"
C-3819,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DE VALDERREY,47,Línea,"2"
C-3820,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DE VALDERRODRIGO,10,Batería,"2"
C-3821,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DE VALDERRODRIGO,17,Línea,"1"
C-3822,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DE VALDERRODRIGO,20,Batería,"1"
C-3823,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DE VALDERRODRIGO,47,Batería,"1"
C-3824,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DE VALDERRODRIGO,53,Batería,"2"
C-3825,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DE VALDERRODRIGO,56,Batería,"1"
C-3826,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DE VALDERRODRIGO,,Batería,"1"
C-3827,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DE VALDERROMAN,4,Línea,"1"
C-3828,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DE VALDERROMAN,5,Línea,"2"
C-3829,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DE VALDERROMAN,18,Línea,"1"
C-3830,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DE VALDERROMAN,22,Batería,"1"
C-3831,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DE VALDESANGIL,13,Batería,"1"
C-3832,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DE VALDESANGIL,16,Batería,"2"
C-3833,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DE VALDESANGIL,17,Batería,"2"
C-3834,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DE VALDESANGIL,27,Batería,"1"
C-3835,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DE VALDESANGIL,29,Línea,"2"
C-3836,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DE VALDESANGIL,34,Batería,"1"
C-3837,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DE VALDESANGIL,43,Línea,"1"
C-3838,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DE VALDEVARNES,16,Línea,"1"
C-3839,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DE VALDEVARNES,25,Batería,"1"
C-3840,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DE VALDEVARNES,35,Línea,"1"
C-3841,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DE VALDEVERDEJA,13,Batería,"1"
C-3842,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DE VALDEVERDEJA,31,Batería,"2"
C-3843,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-07,09,Aravaca,https://wikidata.org/entity/Q3314682,CALLE  DE VALDIVIESO,25,Línea,"1"
C-3844,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-01,09,Casa de Campo,https://wikidata.org/entity/Q16302441,AVENIDA  DE VALLADOLID,7,Línea,"1"
C-3845,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-01,09,Casa de Campo,https://wikidata.org/entity/Q16302441,AVENIDA  DE VALLADOLID,15,Batería,"1"
C-3846,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-01,09,Casa de Campo,https://wikidata.org/entity/Q16302441,AVENIDA  DE VALLADOLID,17,Línea,"2"
C-3847,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-01,09,Casa de Campo,https://wikidata.org/entity/Q16302441,AVENIDA  DE VALLADOLID,23,Línea,"1"
C-3848,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-01,09,Casa de Campo,https://wikidata.org/entity/Q16302441,AVENIDA  DE VALLADOLID,31,Línea,"1"
C-3849,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-01,09,Casa de Campo,https://wikidata.org/entity/Q16302441,AVENIDA  DE VALLADOLID,81,Línea,"1"
C-3850,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-01,09,Casa de Campo,https://wikidata.org/entity/Q16302441,AVENIDA  DE VALLADOLID,83,Línea,"1"
C-3851,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-01,09,Casa de Campo,https://wikidata.org/entity/Q16302441,AVENIDA  DE VALLADOLID,47 E,Línea,"1"
C-3852,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-01,09,Casa de Campo,https://wikidata.org/entity/Q16302441,AVENIDA  DE VALLADOLID,47 G,Línea,"1"
C-3853,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DE VALLDEMOSA,14,Batería,"1"
C-3854,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DEL VALLE DE BERGANTIÑOS,16,Línea,"1"
C-3855,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DEL VALLE DE BERGANTIÑOS,,Línea,"1"
C-3856,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DEL VALLE DE CACHEMIRA,13,Línea,"1"
C-3857,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DEL VALLE DE CACHEMIRA,44,Línea,"1"
C-3858,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DEL VALLE DE MENA,3,Línea,"1"
C-3859,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DEL VALLE DE MENA,,Línea,"1"
C-3860,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DEL VALLE DE MENA,,Línea,"1"
C-3861,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DEL VALLE DE MENA,,Línea,"1"
C-3862,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-07,09,Aravaca,https://wikidata.org/entity/Q3314682,CALLE  DEL VALLE DE PAS,4,Línea,"1"
C-3863,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-07,09,Aravaca,https://wikidata.org/entity/Q3314682,CALLE  DEL VALLE DE PAS,10 D,Batería,"1"
C-3864,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DEL VALLE DEL BAZTAN,17,Línea,"1"
C-3865,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DEL VALLE DEL SILENCIO,22,Línea,"1"
C-3866,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-07,09,Aravaca,https://wikidata.org/entity/Q3314682,CALLE  DE VALTRAVIESO,,Batería,"1"
C-3867,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-06,09,El Plantío,https://wikidata.org/entity/Q3773742,AVENIDA  DE LAS VASCONGADAS,1,Línea,
C-3868,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-06,09,El Plantío,https://wikidata.org/entity/Q3773742,AVENIDA  DE LAS VASCONGADAS,2,Línea,
C-3869,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-03,09,Ciudad Universitaria,https://wikidata.org/entity/Q3319235,CALLE  DE LOS VASCOS,1,Línea,"2"
C-3870,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-03,09,Ciudad Universitaria,https://wikidata.org/entity/Q3319235,CALLE  DE VELAYOS,2,Línea,"1"
C-3871,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-03,09,Ciudad Universitaria,https://wikidata.org/entity/Q3319235,CALLE  DE VELAYOS,12,Línea,"1"
C-3872,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-03,09,Ciudad Universitaria,https://wikidata.org/entity/Q3319235,CALLE  DE VELAYOS,18,Línea,"1"
C-3873,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-07,09,Aravaca,https://wikidata.org/entity/Q3314682,CALLE  DE LA VELETA,19,Línea,"1"
C-3874,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-07,09,Aravaca,https://wikidata.org/entity/Q3314682,CALLE  DE LA VELETA,34,Línea,"1"
C-3875,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-02,09,Argüelles,https://wikidata.org/entity/Q64874,CALLE  DE VENTURA RODRIGUEZ,1,Línea,"1"
C-3876,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-02,09,Argüelles,https://wikidata.org/entity/Q64874,CALLE  DE VENTURA RODRIGUEZ,5,Línea,"1"
C-3877,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-02,09,Argüelles,https://wikidata.org/entity/Q64874,CALLE  DE VENTURA RODRIGUEZ,11,Línea,"1"
C-3878,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-04,09,Valdezarza,https://wikidata.org/entity/Q10388728,CALLE  DE VILLAAMIL,79,Línea,"1"
C-3879,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-06,09,El Plantío,https://wikidata.org/entity/Q3773742,CALLE  DE LA VIRGEN DE LOS OLMOS,7,Línea,"1"
C-3880,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-07,09,Aravaca,https://wikidata.org/entity/Q3314682,CALLE  DE LA ZARZA,21,Batería,"2"
C-3881,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-05,09,Valdemarín,https://wikidata.org/entity/Q10388725,CAMINO  DE LA ZARZUELA,1,Línea,"1"
C-3882,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-05,09,Valdemarín,https://wikidata.org/entity/Q10388725,CAMINO  DE LA ZARZUELA,25,Batería,"5"
C-3883,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-05,09,Valdemarín,https://wikidata.org/entity/Q10388725,CAMINO  DE LA ZARZUELA,,Línea,"2"
C-3884,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,09-01,09,Casa de Campo,https://wikidata.org/entity/Q16302441,CARRETERA  DEL ZOO,,Batería,"45"
C-3885,Latina,https://wikidata.org/entity/Q794954,10-04,10,Aluche,https://wikidata.org/entity/Q31140,CALLE  DE LA ABEJUELA,6,Línea,"1"
C-3886,Latina,https://wikidata.org/entity/Q794954,10-04,10,Aluche,https://wikidata.org/entity/Q31140,CALLE  DE LA ABEJUELA,8,Línea,"1"
C-3887,Latina,https://wikidata.org/entity/Q794954,10-04,10,Aluche,https://wikidata.org/entity/Q31140,CALLE  DE LA ABEJUELA,16,Línea,"1"
C-3888,Latina,https://wikidata.org/entity/Q794954,10-07,10,Las Águilas,https://wikidata.org/entity/Q5971372,CALLE  DE ADONIS,1,Línea,"2"
C-3889,Latina,https://wikidata.org/entity/Q794954,10-05,10,Campamento,https://wikidata.org/entity/Q31169,PASEO  DE LOS ALABARDEROS,8,Batería,"1"
C-3890,Latina,https://wikidata.org/entity/Q794954,10-05,10,Campamento,https://wikidata.org/entity/Q31169,PASEO  DE LOS ALABARDEROS,24,Batería,"4"
C-3891,Latina,https://wikidata.org/entity/Q794954,10-05,10,Campamento,https://wikidata.org/entity/Q31169,PASEO  DE LOS ALABARDEROS,24,Batería,"1"
C-3892,Latina,https://wikidata.org/entity/Q794954,10-05,10,Campamento,https://wikidata.org/entity/Q31169,PASEO  DE LOS ALABARDEROS,30,Batería,"1"
C-3893,Latina,https://wikidata.org/entity/Q794954,10-05,10,Campamento,https://wikidata.org/entity/Q31169,PASEO  DE LOS ALABARDEROS,38,Batería,"1"
C-3894,Latina,https://wikidata.org/entity/Q794954,10-05,10,Campamento,https://wikidata.org/entity/Q31169,PASEO  DE LOS ALABARDEROS,42,Batería,"1"
C-3895,Latina,https://wikidata.org/entity/Q794954,10-05,10,Campamento,https://wikidata.org/entity/Q31169,PASEO  DE LOS ALABARDEROS,46,Batería,"2"
C-3896,Latina,https://wikidata.org/entity/Q794954,10-05,10,Campamento,https://wikidata.org/entity/Q31169,PASEO  DE LOS ALABARDEROS,48,Batería,"2"
C-3897,Latina,https://wikidata.org/entity/Q794954,10-05,10,Campamento,https://wikidata.org/entity/Q31169,PASEO  DE LOS ALABARDEROS,,Línea,"1"
C-3898,Latina,https://wikidata.org/entity/Q794954,10-05,10,Campamento,https://wikidata.org/entity/Q31169,PASEO  DE LOS ALABARDEROS,,Línea,"1"
C-3899,Latina,https://wikidata.org/entity/Q794954,10-01,10,CÁRMENES,,CALLE  DEL ALCARAVAN,3,Línea,"1"
C-3900,Latina,https://wikidata.org/entity/Q794954,10-07,10,Las Águilas,https://wikidata.org/entity/Q5971372,CALLE  DE ALDEANUEVA DE LA VERA,8,Batería,"1"
C-3901,Latina,https://wikidata.org/entity/Q794954,10-07,10,Las Águilas,https://wikidata.org/entity/Q5971372,CALLE  DE ALDEANUEVA DE LA VERA,12,Línea,"2"
C-3902,Latina,https://wikidata.org/entity/Q794954,10-07,10,Las Águilas,https://wikidata.org/entity/Q5971372,CALLE  DE ALDEANUEVA DE LA VERA,17,Batería,"2"
C-3903,Latina,https://wikidata.org/entity/Q794954,10-07,10,Las Águilas,https://wikidata.org/entity/Q5971372,CALLE  DE ALDEANUEVA DE LA VERA,17,Batería,"4"
C-3904,Latina,https://wikidata.org/entity/Q794954,10-07,10,Las Águilas,https://wikidata.org/entity/Q5971372,CALLE  DE ALDEANUEVA DE LA VERA,21,Batería,"2"
C-3905,Latina,https://wikidata.org/entity/Q794954,10-07,10,Las Águilas,https://wikidata.org/entity/Q5971372,CALLE  DE ALDEANUEVA DE LA VERA,26,Batería,"2"
C-3906,Latina,https://wikidata.org/entity/Q794954,10-07,10,Las Águilas,https://wikidata.org/entity/Q5971372,CALLE  DE ALDEANUEVA DE LA VERA,27,Línea,"2"
C-3907,Latina,https://wikidata.org/entity/Q794954,10-07,10,Las Águilas,https://wikidata.org/entity/Q5971372,CALLE  DE ALDEANUEVA DE LA VERA,29,Batería,"1"
C-3908,Latina,https://wikidata.org/entity/Q794954,10-07,10,Las Águilas,https://wikidata.org/entity/Q5971372,CALLE  DE ALDEANUEVA DE LA VERA,37,Batería,"1"
C-3909,Latina,https://wikidata.org/entity/Q794954,10-07,10,Las Águilas,https://wikidata.org/entity/Q5971372,CALLE  DE ALDEANUEVA DE LA VERA,46,Batería,"2"
C-3910,Latina,https://wikidata.org/entity/Q794954,10-07,10,Las Águilas,https://wikidata.org/entity/Q5971372,CALLE  DE ALDEANUEVA DE LA VERA,10 B,Batería,"1"
C-3911,Latina,https://wikidata.org/entity/Q794954,10-07,10,Las Águilas,https://wikidata.org/entity/Q5971372,CALLE  DE ALDEANUEVA DE LA VERA,Fte 42,Batería,"1"
C-3912,Latina,https://wikidata.org/entity/Q794954,10-07,10,Las Águilas,https://wikidata.org/entity/Q5971372,CALLE  DE ALDEANUEVA DE LA VERA,,Batería,"1"
C-3913,Latina,https://wikidata.org/entity/Q794954,10-03,10,Lucero,https://wikidata.org/entity/Q31162,CALLE  DE ALEJANDRINA MORAN,15,Línea,"1"
C-3914,Latina,https://wikidata.org/entity/Q794954,10-03,10,Lucero,https://wikidata.org/entity/Q31162,CALLE  DE ALEJANDRINA MORAN,23,Línea,"1"
C-3915,Latina,https://wikidata.org/entity/Q794954,10-03,10,Lucero,https://wikidata.org/entity/Q31162,CALLE  DE ALEJANDRINA MORAN,38,Línea,"1"
C-3916,Latina,https://wikidata.org/entity/Q794954,10-02,10,Puerta del Ángel,https://wikidata.org/entity/Q31142,CALLE  DE ALFONSO CEA,3,Línea,"1"
C-3917,Latina,https://wikidata.org/entity/Q794954,10-03,10,Lucero,https://wikidata.org/entity/Q31162,CALLE  DE LA ALHAMBRA,2,Línea,"1"
C-3918,Latina,https://wikidata.org/entity/Q794954,10-03,10,Lucero,https://wikidata.org/entity/Q31162,CALLE  DE LA ALHAMBRA,14,Línea,"1"
C-3919,Latina,https://wikidata.org/entity/Q794954,10-03,10,Lucero,https://wikidata.org/entity/Q31162,CALLE  DE LA ALHAMBRA,56,Línea,"1"
C-3920,Latina,https://wikidata.org/entity/Q794954,10-03,10,Lucero,https://wikidata.org/entity/Q31162,CALLE  DE LA ALHAMBRA,80,Línea,"1"
C-3921,Latina,https://wikidata.org/entity/Q794954,10-03,10,Lucero,https://wikidata.org/entity/Q31162,CALLE  DE ALMAZAN,7,Línea,"1"
C-3922,Latina,https://wikidata.org/entity/Q794954,10-03,10,Lucero,https://wikidata.org/entity/Q31162,CALLE  DE ALMAZAN,28,Línea,"2"
C-3923,Latina,https://wikidata.org/entity/Q794954,10-03,10,Lucero,https://wikidata.org/entity/Q31162,CALLE  DE ALMAZAN,36,Batería,"2"
C-3924,Latina,https://wikidata.org/entity/Q794954,10-03,10,Lucero,https://wikidata.org/entity/Q31162,CALLE  DE ALMAZAN,40,Línea,"2"
C-3925,Latina,https://wikidata.org/entity/Q794954,10-03,10,Lucero,https://wikidata.org/entity/Q31162,CALLE  DE ALMAZAN,46,Línea,"2"
C-3926,Latina,https://wikidata.org/entity/Q794954,10-03,10,Lucero,https://wikidata.org/entity/Q31162,CALLE  DE ALMAZAN,46,Batería,"1"
C-3927,Latina,https://wikidata.org/entity/Q794954,10-03,10,Lucero,https://wikidata.org/entity/Q31162,CALLE  DE LA ALVERJA,5,Batería,"1"
C-3928,Latina,https://wikidata.org/entity/Q794954,10-02,10,Puerta del Ángel,https://wikidata.org/entity/Q31142,CALLE  DE AMPELIDO,1,Línea,"1"
C-3929,Latina,https://wikidata.org/entity/Q794954,10-02,10,Puerta del Ángel,https://wikidata.org/entity/Q31142,CALLE  DE AMPELIDO,7,Línea,"1"
C-3930,Latina,https://wikidata.org/entity/Q794954,10-02,10,Puerta del Ángel,https://wikidata.org/entity/Q31142,CALLE  DE AMPELIDO,20,Línea,"1"
C-3931,Latina,https://wikidata.org/entity/Q794954,10-01,10,CÁRMENES,,AVENIDA  DE ÁNGEL SANZ BRIZ,,Línea,"1"
C-3932,Latina,https://wikidata.org/entity/Q794954,10-01,10,CÁRMENES,,CALLE  DEL ANSAR,6,Línea,"1"
C-3933,Latina,https://wikidata.org/entity/Q794954,10-01,10,CÁRMENES,,CALLE  DEL ANSAR,16,Línea,"2"
C-3934,Latina,https://wikidata.org/entity/Q794954,10-01,10,CÁRMENES,,CALLE  DEL ANSAR,18,Línea,"1"
C-3935,Latina,https://wikidata.org/entity/Q794954,10-01,10,CÁRMENES,,CALLE  DEL ANSAR,24,Línea,"1"
C-3936,Latina,https://wikidata.org/entity/Q794954,10-01,10,CÁRMENES,,CALLE  DEL ANSAR,36,Línea,"1"
C-3937,Latina,https://wikidata.org/entity/Q794954,10-01,10,CÁRMENES,,CALLE  DEL ANSAR,76,Línea,"1"
C-3938,Latina,https://wikidata.org/entity/Q794954,10-07,10,Las Águilas,https://wikidata.org/entity/Q5971372,CALLE  DE ANSELMO LORENZO,16,Línea,"1"
C-3939,Latina,https://wikidata.org/entity/Q794954,10-07,10,Las Águilas,https://wikidata.org/entity/Q5971372,CALLE  DE ANSELMO LORENZO,17,Línea,"1"
C-3940,Latina,https://wikidata.org/entity/Q794954,10-07,10,Las Águilas,https://wikidata.org/entity/Q5971372,CALLE  DE ANSELMO LORENZO,,Línea,"2"
C-3941,Latina,https://wikidata.org/entity/Q794954,10-02,10,Puerta del Ángel,https://wikidata.org/entity/Q31142,CALLE  DE ANTILLON,3,Línea,"1"
C-3942,Latina,https://wikidata.org/entity/Q794954,10-02,10,Puerta del Ángel,https://wikidata.org/entity/Q31142,CALLE  DE ANTILLON,28,Línea,"2"
C-3943,Latina,https://wikidata.org/entity/Q794954,10-02,10,Puerta del Ángel,https://wikidata.org/entity/Q31142,CALLE  DE ANTONIO ULLOA,1,Línea,"1"
C-3944,Latina,https://wikidata.org/entity/Q794954,10-02,10,Puerta del Ángel,https://wikidata.org/entity/Q31142,CALLE  DE ANTONIO ULLOA,2,Línea,"1"
C-3945,Latina,https://wikidata.org/entity/Q794954,10-02,10,Puerta del Ángel,https://wikidata.org/entity/Q31142,CALLE  DE ANTONIO ULLOA,28,Línea,"1"
C-3946,Latina,https://wikidata.org/entity/Q794954,10-02,10,Puerta del Ángel,https://wikidata.org/entity/Q31142,CALLE  DE ANTONIO ULLOA,36,Línea,"1"
C-3947,Latina,https://wikidata.org/entity/Q794954,10-02,10,Puerta del Ángel,https://wikidata.org/entity/Q31142,CALLE  DE ANTONIO ZAMORA,4,Línea,"2"
C-3948,Latina,https://wikidata.org/entity/Q794954,10-02,10,Puerta del Ángel,https://wikidata.org/entity/Q31142,CALLE  DE ANTONIO ZAMORA,10,Línea,"1"
C-3949,Latina,https://wikidata.org/entity/Q794954,10-02,10,Puerta del Ángel,https://wikidata.org/entity/Q31142,CALLE  DE ANTONIO ZAMORA,35,Línea,"1"
C-3950,Latina,https://wikidata.org/entity/Q794954,10-02,10,Puerta del Ángel,https://wikidata.org/entity/Q31142,CALLE  DE ANTONIO ZAMORA,55,Línea,"1"
C-3951,Latina,https://wikidata.org/entity/Q794954,10-02,10,Puerta del Ángel,https://wikidata.org/entity/Q31142,CALLE  DE ANTONIO ZAMORA,77,Línea,"1"
C-3952,Latina,https://wikidata.org/entity/Q794954,10-02,10,Puerta del Ángel,https://wikidata.org/entity/Q31142,CALLE  DE ANTONIO ZAMORA,81,Línea,"1"
C-3953,Latina,https://wikidata.org/entity/Q794954,10-02,10,Puerta del Ángel,https://wikidata.org/entity/Q31142,AVENIDA  DE LOS APOSTOLES,24,Línea,"1"
C-3954,Latina,https://wikidata.org/entity/Q794954,10-02,10,Puerta del Ángel,https://wikidata.org/entity/Q31142,CALLE  DE ARAMIS,22,Línea,"1"
C-3955,Latina,https://wikidata.org/entity/Q794954,10-02,10,Puerta del Ángel,https://wikidata.org/entity/Q31142,CALLE  DE ARAMIS,24,Línea,"1"
C-3956,Latina,https://wikidata.org/entity/Q794954,10-07,10,Las Águilas,https://wikidata.org/entity/Q5971372,CALLE  DEL ARBOL DEL CIELO,17,Línea,"1"
C-3957,Latina,https://wikidata.org/entity/Q794954,10-07,10,Las Águilas,https://wikidata.org/entity/Q5971372,CALLE  DEL ARBOL DEL CIELO,28,Línea,"1"
C-3958,Latina,https://wikidata.org/entity/Q794954,10-05,10,Campamento,https://wikidata.org/entity/Q31169,CALLE  DE ARENAS DE SAN PEDRO,,Línea,"13"
C-3959,Latina,https://wikidata.org/entity/Q794954,10-01,10,CÁRMENES,,CALLE  DE ARIZA,9,Línea,"1"
C-3960,Latina,https://wikidata.org/entity/Q794954,10-01,10,CÁRMENES,,CALLE  DE ARIZA,9,Batería,"1"
C-3961,Latina,https://wikidata.org/entity/Q794954,10-01,10,CÁRMENES,,CALLE  DE ARIZA,54,Línea,"1"
C-3962,Latina,https://wikidata.org/entity/Q794954,10-01,10,CÁRMENES,,CALLE  DE ARIZA,,Batería,"1"
C-3963,Latina,https://wikidata.org/entity/Q794954,10-05,10,Campamento,https://wikidata.org/entity/Q31169,AVENIDA  DE LOS ARQUEROS,9,Batería,"1"
C-3964,Latina,https://wikidata.org/entity/Q794954,10-05,10,Campamento,https://wikidata.org/entity/Q31169,AVENIDA  DE LOS ARQUEROS,9,Batería,"1"
C-3965,Latina,https://wikidata.org/entity/Q794954,10-05,10,Campamento,https://wikidata.org/entity/Q31169,AVENIDA  DE LOS ARQUEROS,13,Batería,"1"
C-3966,Latina,https://wikidata.org/entity/Q794954,10-05,10,Campamento,https://wikidata.org/entity/Q31169,AVENIDA  DE LOS ARQUEROS,27,Línea,"1"
