ID,DISTRITO,same_as_wikidata_distrito,COD-BARRIO,COD-DISTRITO,BARRIO,same_as_wikidata_barrio,VIA,NUMERO,L-B,PLAZAS
C-11354,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE SAN CIPRIANO,28,Línea,"1"
C-11355,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE SAN CIPRIANO,36,Línea,"4"
C-11356,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE SAN CIPRIANO,43,Batería,"1"
C-11357,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE SAN CIPRIANO,49,Batería,"1"
C-11358,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE SAN CIPRIANO,55,Batería,"2"
C-11359,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE SAN CIPRIANO,58,Batería,"1"
C-11360,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE SAN CIPRIANO,68,Batería,"1"
C-11361,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE SAN CIPRIANO,con Pº Artiller,Línea,"1"
C-11362,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE SAN CIRIACO,1,Línea,"1"
C-11363,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE SAN CIRIACO,3,Línea,"1"
C-11364,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE SAN FILEMON,20,Batería,"1"
C-11365,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE LA SEPIOLITA,,Batería,"1"
C-11366,Vicálvaro,https://wikidata.org/entity/Q589403,19-03,19,Valderrivas,https://wikidata.org/entity/Q43025770,CALLE  DEL TITANIO,15,Batería,"1"
C-11367,Vicálvaro,https://wikidata.org/entity/Q589403,19-03,19,Valderrivas,https://wikidata.org/entity/Q43025770,CALLE  DEL TITANIO,,Línea,"1"
C-11368,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE VELILLA,12,Línea,"1"
C-11369,Vicálvaro,https://wikidata.org/entity/Q589403,19-04,19,CAÑAVERAL,,CALLE  DE LA VEREDA DE LA CEBOLLA,45,Línea,"1"
C-11370,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CAMINO VIEJO DE VICALVARO,7,Línea,"1"
C-11371,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CAMINO VIEJO DE VICALVARO,17,Batería,"2"
C-11372,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CAMINO VIEJO DE VICALVARO,48,Línea,"1"
C-11373,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CAMINO VIEJO DE VICALVARO,49,Línea,"1"
C-11374,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE VILLABLANCA,9,Línea,"1"
C-11375,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE VILLABLANCA,26,Línea,"2"
C-11376,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE VILLABLANCA,31,Línea,"2"
C-11377,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE VILLABLANCA,47,Línea,"1"
C-11378,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE VILLABLANCA,79,Línea,"1"
C-11379,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE VILLABLANCA,83,Línea,"1"
C-11380,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE VILLACARLOS,13,Línea,"1"
C-11381,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE VILLACARLOS,23,Línea,"1"
C-11382,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE VILLACID DE CAMPOS,2,Línea,"1"
C-11383,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE VILLAJIMENA,1,Línea,"2"
C-11384,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE VILLAJIMENA,8,Batería,"2"
C-11385,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE VILLAJIMENA,8,Batería,"1"
C-11386,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE VILLAJIMENA,10,Batería,"1"
C-11387,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE VILLAJIMENA,13,Línea,"1"
C-11388,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE VILLAJIMENA,16,Línea,"2"
C-11389,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE VILLAJIMENA,18,Línea,"1"
C-11390,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE VILLAJIMENA,19,Línea,"1"
C-11391,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE VILLAJIMENA,29,Línea,"1"
C-11392,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE VILLAJIMENA,37,Línea,"1"
C-11393,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE VILLAJIMENA,53,Batería,"2"
C-11394,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE VILLAJIMENA,61,Batería,"1"
C-11395,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE VILLAJIMENA,71,Línea,"1"
C-11396,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE VILLALCAMPO,7,Línea,"1"
C-11397,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE VILLALMANZO,5,Batería,"1"
C-11398,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE VILLALMANZO,7,Batería,"2"
C-11399,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE VILLARDONDIEGO,2,Línea,"2"
C-11400,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE VILLARDONDIEGO,11,Línea,"2"
C-11401,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE VILLARDONDIEGO,14,Línea,"1"
C-11402,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE VILLARDONDIEGO,15,Línea,"2"
C-11403,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE VILLARDONDIEGO,23,Línea,"2"
C-11404,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE VILLARDONDIEGO,29,Batería,"1"
C-11405,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE VILLARDONDIEGO,30,Línea,"1"
C-11406,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE VILLARDONDIEGO,36,Batería,"1"
C-11407,Vicálvaro,https://wikidata.org/entity/Q589403,19-01,19,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,CALLE  DE ZEUS,1,Batería,"2"
C-11408,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-06,20,Rejas,https://wikidata.org/entity/Q10359029,CALLE  DE ABRIL,6,Línea,"1"
C-11409,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-05,20,Rosas,https://wikidata.org/entity/Q18880469,CALLE  DE AINSA,8,Línea,"1"
C-11410,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-05,20,Rosas,https://wikidata.org/entity/Q18880469,CALLE  DE AINSA,11,unknown,"1"
C-11411,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-05,20,Rosas,https://wikidata.org/entity/Q18880469,CALLE  DE AINSA,24,Batería,"1"
C-11412,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-03,20,Amposta,https://wikidata.org/entity/Q11905392,CALLE  DE AJOFRIN,4,Línea,"3"
C-11413,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-03,20,Amposta,https://wikidata.org/entity/Q11905392,CALLE  DE AJOFRIN,12,Batería,"1"
C-11414,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-03,20,Amposta,https://wikidata.org/entity/Q11905392,CALLE  DE AJOFRIN,14,unknown,"1"
C-11415,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-03,20,Amposta,https://wikidata.org/entity/Q11905392,CALLE  DE AJOFRIN,18,Línea,"1"
C-11416,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-03,20,Amposta,https://wikidata.org/entity/Q11905392,CALLE  DE AJOFRIN,24,Batería,"2"
C-11417,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-03,20,Amposta,https://wikidata.org/entity/Q11905392,CALLE  DE AJOFRIN,26,Línea,"1"
C-11418,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-03,20,Amposta,https://wikidata.org/entity/Q11905392,CALLE  DE AJOFRIN,26,Línea,"2"
C-11419,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-03,20,Amposta,https://wikidata.org/entity/Q11905392,CALLE  DE AJOFRIN,30,Línea,"1"
C-11420,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-03,20,Amposta,https://wikidata.org/entity/Q11905392,CALLE  DE AJOFRIN,,Batería,"1"
C-11421,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-01,20,Simancas,https://wikidata.org/entity/Q10371626,CALLE  DE ALBADALEJO,2,unknown,"1"
C-11422,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-01,20,Simancas,https://wikidata.org/entity/Q10371626,CALLE  DE ALBADALEJO,44,unknown,"1"
C-11423,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-01,20,Simancas,https://wikidata.org/entity/Q10371626,CALLE  DE ALBADALEJO,40 A,Línea,"1"
C-11424,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-02,20,Hellín,https://wikidata.org/entity/Q10294546,CALLE  DE ALBAIDA,6,unknown,"1"
C-11425,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-02,20,Hellín,https://wikidata.org/entity/Q10294546,CALLE  DE ALBAIDA,14,unknown,"1"
C-11426,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-02,20,Hellín,https://wikidata.org/entity/Q10294546,CALLE  DE ALBAIDA,30,Batería,"2"
C-11427,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-02,20,Hellín,https://wikidata.org/entity/Q10294546,CALLE  DE ALBAIDA,34,Batería,"1"
C-11428,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-02,20,Hellín,https://wikidata.org/entity/Q10294546,CALLE  DE ALBAIDA,34,Batería,"1"
C-11429,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-02,20,Hellín,https://wikidata.org/entity/Q10294546,CALLE  DE ALBAIDA,40,Batería,"1"
C-11430,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-02,20,Hellín,https://wikidata.org/entity/Q10294546,CALLE  DE ALBAIDA,64,unknown,"1"
C-11431,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-02,20,Hellín,https://wikidata.org/entity/Q10294546,CALLE  DE ALBAIDA,64,Línea,"1"
C-11432,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-02,20,Hellín,https://wikidata.org/entity/Q10294546,CALLE  DE ALBAIDA,94,unknown,"1"
C-11433,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-02,20,Hellín,https://wikidata.org/entity/Q10294546,CALLE  DE ALBAIDA,,Batería,"1"
C-11434,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-02,20,Hellín,https://wikidata.org/entity/Q10294546,CALLE  DE ALBAIDA,,Batería,"2"
C-11435,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-02,20,Hellín,https://wikidata.org/entity/Q10294546,CALLE  DE ALBAIDA,,Batería,"1"
C-11436,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-02,20,Hellín,https://wikidata.org/entity/Q10294546,CALLE  DE ALBAIDA,,Batería,"1"
C-11437,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-05,20,Rosas,https://wikidata.org/entity/Q18880469,CALLE  DE ALBANIA,6,Batería,"1"
C-11438,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-04,20,Arcos,https://wikidata.org/entity/Q9627876,CALLE  DE LA ALBAÑILERIA,4,Línea,"1"
C-11439,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-04,20,Arcos,https://wikidata.org/entity/Q9627876,CALLE  DE LA ALBAÑILERIA,6,unknown,"1"
C-11440,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-01,20,Simancas,https://wikidata.org/entity/Q10371626,CALLE  DE ALBARRACIN,10,Línea,"2"
C-11441,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-01,20,Simancas,https://wikidata.org/entity/Q10371626,CALLE  DE ALBARRACIN,16,unknown,"1"
C-11442,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-01,20,Simancas,https://wikidata.org/entity/Q10371626,CALLE  DE ALBARRACIN,33,unknown,"1"
C-11443,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-01,20,Simancas,https://wikidata.org/entity/Q10371626,CALLE  DE ALBARRACIN,35,Línea,"1"
C-11444,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-01,20,Simancas,https://wikidata.org/entity/Q10371626,CALLE  DE ALBASANZ,6,unknown,"1"
C-11445,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-01,20,Simancas,https://wikidata.org/entity/Q10371626,CALLE  DE ALBASANZ,15,unknown,"1"
C-11446,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-01,20,Simancas,https://wikidata.org/entity/Q10371626,CALLE  DE ALBASANZ,16,unknown,"2"
C-11447,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-01,20,Simancas,https://wikidata.org/entity/Q10371626,CALLE  DE ALBASANZ,25,unknown,"1"
C-11448,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-01,20,Simancas,https://wikidata.org/entity/Q10371626,CALLE  DE ALBASANZ,60,Línea,"1"
C-11449,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-01,20,Simancas,https://wikidata.org/entity/Q10371626,CALLE  DE ALBASANZ,78,Línea,"1"
C-11450,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-01,20,Simancas,https://wikidata.org/entity/Q10371626,CALLE  DE ALBASANZ,79,unknown,"1"
C-11451,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-01,20,Simancas,https://wikidata.org/entity/Q10371626,CALLE  DE ALBASANZ,14 A,Línea,"1"
C-11452,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-01,20,Simancas,https://wikidata.org/entity/Q10371626,CALLE  DE ALCALA,420,Línea,"1"
C-11453,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-01,20,Simancas,https://wikidata.org/entity/Q10371626,CALLE  DE ALCALA,458,unknown,"1"
C-11454,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-08,20,Salvador,https://wikidata.org/entity/Q10367095,CALLE  DE ALCALA,461,unknown,"1"
C-11455,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-08,20,Salvador,https://wikidata.org/entity/Q10367095,CALLE  DE ALCALA,485,unknown,"1"
C-11456,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-08,20,Salvador,https://wikidata.org/entity/Q10367095,CALLE  DE ALCALA,525,Línea,"1"
C-11457,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-08,20,Salvador,https://wikidata.org/entity/Q10367095,CALLE  DE ALCALA,551,Línea,"1"
C-11458,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-07,20,Canillejas,https://wikidata.org/entity/Q663013,CALLE  DE ALCALA,580,Línea,"1"
C-11459,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-07,20,Canillejas,https://wikidata.org/entity/Q663013,CALLE  DE ALCALA,587,Línea,"1"
C-11460,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-07,20,Canillejas,https://wikidata.org/entity/Q663013,CALLE  DE ALCALA,601,Línea,"1"
C-11461,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-07,20,Canillejas,https://wikidata.org/entity/Q663013,CALLE  DE ALCALA,606,Línea,"1"
C-11462,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-07,20,Canillejas,https://wikidata.org/entity/Q663013,CALLE  DE ALCALA,610,Línea,"1"
C-11463,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-07,20,Canillejas,https://wikidata.org/entity/Q663013,CALLE  DE ALCALA,621,Línea,"1"
C-11464,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-07,20,Canillejas,https://wikidata.org/entity/Q663013,CALLE  DE ALCALA,624,Línea,"2"
C-11465,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-07,20,Canillejas,https://wikidata.org/entity/Q663013,CALLE  DE ALCALA,634,Línea,"1"
C-11466,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-02,20,Hellín,https://wikidata.org/entity/Q10294546,CALLE  DE ALCONERA,6,Línea,"1"
C-11467,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-02,20,Hellín,https://wikidata.org/entity/Q10294546,CALLE  DE ALCONERA,7,unknown,"1"
C-11468,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-02,20,Hellín,https://wikidata.org/entity/Q10294546,CALLE  DE ALCONERA,26,unknown,"1"
C-11469,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-02,20,Hellín,https://wikidata.org/entity/Q10294546,CALLE  DE ALCONERA,32,Batería,"2"
C-11470,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-02,20,Hellín,https://wikidata.org/entity/Q10294546,CALLE  DE ALCONERA,36,Batería,"1"
C-11471,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-02,20,Hellín,https://wikidata.org/entity/Q10294546,CALLE  DE ALCONERA,36,Línea,"2"
C-11472,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-02,20,Hellín,https://wikidata.org/entity/Q10294546,CALLE  DE ALCONERA,Fte 38,Batería,"1"
C-11473,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-08,20,Salvador,https://wikidata.org/entity/Q10367095,CALLE  DE ALEGRIA DE ORIA,2,Batería,"2"
C-11474,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-08,20,Salvador,https://wikidata.org/entity/Q10367095,CALLE  DE ALEGRIA DE ORIA,43,Línea,"2"
C-11475,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-08,20,Salvador,https://wikidata.org/entity/Q10367095,CALLE  DE ALEGRIA DE ORIA,51,unknown,"1"
C-11476,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-03,20,Amposta,https://wikidata.org/entity/Q11905392,CALLE  DEL ALGODON,12,Batería,"1"
C-11477,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-03,20,Amposta,https://wikidata.org/entity/Q11905392,CALLE  DEL ALGODON,,Batería,"1"
C-11478,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-07,20,Canillejas,https://wikidata.org/entity/Q663013,CALLE  DE ALIAGA,3 A,Batería,"1"
C-11479,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-07,20,Canillejas,https://wikidata.org/entity/Q663013,CALLE  DE ALIAGA,4,Línea,"1"
C-11480,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-07,20,Canillejas,https://wikidata.org/entity/Q663013,CALLE  DE ALIAGA,6,Línea,"1"
C-11481,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-07,20,Canillejas,https://wikidata.org/entity/Q663013,CALLE  DE ALIAGA,10,Línea,"1"
C-11482,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-07,20,Canillejas,https://wikidata.org/entity/Q663013,CALLE  DE ALIAGA,14,Línea,"2"
C-11483,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-05,20,Rosas,https://wikidata.org/entity/Q18880469,CALLE  DE LOS ALPES,7,unknown,"1"
C-11484,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-04,20,Arcos,https://wikidata.org/entity/Q9627876,CALLE  DE LA ALQUIMIA,1,unknown,"1"
C-11485,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-04,20,Arcos,https://wikidata.org/entity/Q9627876,CALLE  DE AMPOSTA,71,Línea,"1"
C-11486,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-04,20,Arcos,https://wikidata.org/entity/Q9627876,CALLE  DE AMPOSTA,33 C,Batería,"2"
C-11487,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-04,20,Arcos,https://wikidata.org/entity/Q9627876,CALLE  DE AMPOSTA,33 D,Batería,"2"
C-11488,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-04,20,Arcos,https://wikidata.org/entity/Q9627876,CALLE  DE AMPOSTA,con C/Conserver,Batería,"1"
C-11489,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-04,20,Arcos,https://wikidata.org/entity/Q9627876,CALLE  DE AMPOSTA,,unknown,"1"
C-11490,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-04,20,Arcos,https://wikidata.org/entity/Q9627876,CALLE  DE AMPOSTA,,Línea,"1"
C-11491,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-08,20,Salvador,https://wikidata.org/entity/Q10367095,CALLE  DE ANTIOQUIA,38,Línea,"1"
C-11492,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-04,20,Arcos,https://wikidata.org/entity/Q9627876,CALLE  DE LOS APAREJADORES,18,Línea,"1"
C-11493,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-01,20,Simancas,https://wikidata.org/entity/Q10371626,CALLE  DE APOLO,1,Línea,"1"
C-11494,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-04,20,Arcos,https://wikidata.org/entity/Q9627876,CALLE  DE LOS APRENDICES,6,unknown,"1"
C-11495,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-04,20,Arcos,https://wikidata.org/entity/Q9627876,CALLE  DE LOS APRENDICES,8,Línea,"2"
C-11496,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-07,20,Canillejas,https://wikidata.org/entity/Q663013,CALLE  DE AQUILES,15,Línea,"1"
C-11497,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-07,20,Canillejas,https://wikidata.org/entity/Q663013,CALLE  DE AQUILES,25,Línea,"1"
C-11498,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-04,20,Arcos,https://wikidata.org/entity/Q9627876,CALLE  DE AQUITANIA,22,Línea,"1"
C-11499,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-04,20,Arcos,https://wikidata.org/entity/Q9627876,CALLE  DE AQUITANIA,35,Línea,"2"
C-11500,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-04,20,Arcos,https://wikidata.org/entity/Q9627876,CALLE  DE AQUITANIA,47,Línea,"1"
C-11501,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-04,20,Arcos,https://wikidata.org/entity/Q9627876,CALLE  DE AQUITANIA,91,Línea,"1"
C-11502,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-04,20,Arcos,https://wikidata.org/entity/Q9627876,CALLE  DE AQUITANIA,20 B,unknown,"1"
C-11503,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-04,20,Arcos,https://wikidata.org/entity/Q9627876,CALLE  DE AQUITANIA,25 C,unknown,"1"
C-11504,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-06,20,Rejas,https://wikidata.org/entity/Q10359029,CALLE  DE ARACNE,19,unknown,"1"
C-11505,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20-06,20,Rejas,https://wikidata.org/entity/Q10359029,CALLE  DE ARACNE,33,Línea,"1"
